key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,pharmacy,459,33.9497,45800.0,45800.0
amenity,place_of_worship,344,25.4438,34300.0,34300.0
amenity,fuel,96,7.1006,9500.0,9500.0
amenity,restaurant,69,5.1036,6800.0,6800.0
amenity,bank,65,4.8077,6400.0,6400.0
amenity,school,52,3.8462,5100.0,5100.0
amenity,hospital,47,3.4763,4600.0,4600.0
amenity,parking,36,2.6627,3500.0,3500.0
amenity,cafe,24,1.7751,2300.0,2300.0
amenity,food_court,19,1.4053,1800.0,1800.0
amenity,clinic,18,1.3314,1700.0,1700.0
amenity,fast_food,15,1.1095,1400.0,1400.0
amenity,bureau_de_change,10,0.7396,900.0,900.0
amenity,weighbridge,8,0.5917,700.0,700.0
amenity,atm,7,0.5178,600.0,600.0
amenity,police,7,0.5178,600.0,600.0
amenity,refugee_site,7,0.5178,600.0,600.0
amenity,bar,5,0.3698,400.0,400.0
amenity,car_rental,5,0.3698,400.0,400.0
amenity,marketplace,4,0.2959,300.0,300.0
amenity,post_office,4,0.2959,300.0,300.0
amenity,townhall,4,0.2959,300.0,300.0
amenity,veterinary,4,0.2959,300.0,300.0
amenity,charging_station,3,0.2219,200.0,200.0
amenity,cinema,3,0.2219,200.0,200.0
amenity,dentist,3,0.2219,200.0,200.0
amenity,shelter,3,0.2219,200.0,200.0
amenity,toilets,3,0.2219,200.0,200.0
amenity,university,3,0.2219,200.0,200.0
amenity,college,2,0.1479,100.0,100.0
amenity,disused,2,0.1479,100.0,100.0
amenity,events_venue,2,0.1479,100.0,100.0
amenity,bbq,1,0.074,0.0,0.0
amenity,bus_station,1,0.074,0.0,0.0
amenity,car_wash,1,0.074,0.0,0.0
amenity,drinking_water,1,0.074,0.0,0.0
amenity,driving_school,1,0.074,0.0,0.0
amenity,football or basketball field,1,0.074,0.0,0.0
amenity,fountain,1,0.074,0.0,0.0
amenity,kindergarten,1,0.074,0.0,0.0
amenity,library,1,0.074,0.0,0.0
amenity,museum,1,0.074,0.0,0.0
amenity,parking space,1,0.074,0.0,0.0
amenity,parking_space,1,0.074,0.0,0.0
amenity,planetarium,1,0.074,0.0,0.0
amenity,prison,1,0.074,0.0,0.0
amenity,taxi,1,0.074,0.0,0.0
amenity,vehicle_inspection,1,0.074,0.0,0.0
amenity,vending_machine,1,0.074,0.0,0.0
amenity,watering_place,1,0.074,0.0,0.0
amenity,yes,1,0.074,0.0,0.0
building,yes,76120,98.4276,7611900.0,7611900.0
building,industrial,441,0.5702,44000.0,44000.0
building,mosque,316,0.4086,31500.0,31500.0
building,apartments,128,0.1655,12700.0,12700.0
building,school,51,0.0659,5000.0,5000.0
building,detached,42,0.0543,4100.0,4100.0
building,roof,39,0.0504,3800.0,3800.0
building,house,34,0.044,3300.0,3300.0
building,ruins,31,0.0401,3000.0,3000.0
building,greenhouse,30,0.0388,2900.0,2900.0
building,hospital,19,0.0246,1800.0,1800.0
building,commercial,9,0.0116,800.0,800.0
building,residential,8,0.0103,700.0,700.0
building,shed,6,0.0078,500.0,500.0
building,demolished,5,0.0065,400.0,400.0
building,retail,5,0.0065,400.0,400.0
building,warehouse,5,0.0065,400.0,400.0
building,construction,4,0.0052,300.0,300.0
building,dormitory,4,0.0052,300.0,300.0
building,office,4,0.0052,300.0,300.0
building,university,3,0.0039,200.0,200.0
