key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
highway,898,47.8423,-93.8476,-93.8476
name,539,28.716,-94.0711,-94.0711
surface,502,26.7448,-94.3961,-94.3961
lit,441,23.4949,-94.7394,-94.7394
crossing,381,20.2983,-90.2358,-90.2358
maxspeed,340,18.114,-95.566,-95.566
crossing:island,247,13.1593,-88.5542,-88.5542
crossing:markings,244,12.9995,-87.2117,-87.2117
oneway,241,12.8396,-95.9146,-95.9146
tactile_paving,209,11.1348,-92.0593,-92.0593
ref,197,10.4955,-96.6336,-96.6336
lanes,185,9.8562,-96.2978,-96.2978
sidewalk,185,9.8562,-96.1642,-96.1642
crossing_ref,139,7.4054,-90.4533,-90.4533
footway,130,6.9259,-82.4561,-82.4561
cycleway:left,99,5.2744,-95.8938,-95.8938
waterway,95,5.0613,30.137,30.137
button_operated,94,5.008,-90.1364,-90.1364
barrier,86,4.5818,-87.2781,-87.2781
wikidata,86,4.5818,-92.6933,-92.6933
operator,82,4.3687,-97.3255,-97.3255
kerb,79,4.2088,-90.8033,-90.8033
postal_code,77,4.1023,-93.5457,-93.5457
sidewalk:left,74,3.9425,-93.2172,-93.2172
landuse,73,3.8892,-71.7054,-71.7054
maxspeed:type,71,3.7826,-96.3059,-96.3059
foot,70,3.7294,-96.5551,-96.5551
source,65,3.463,-95.7067,-95.7067
bicycle,60,3.1966,-96.8119,-96.8119
sidewalk:right,59,3.1433,-94.2495,-94.2495
cycleway,57,3.0368,-94.4874,-94.4874
ref:GB:usrn,54,2.8769,-90.128,-90.128
sidewalk:both,50,2.6638,-94.186,-94.186
public_transport,49,2.6105,-90.824,-90.824
layer,48,2.5573,-90.7157,-90.7157
operator:wikidata,47,2.504,-97.088,-97.088
cycleway:right,45,2.3974,-95.6689,-95.6689
cycleway:both,44,2.3442,-95.682,-95.682
wikipedia,44,2.3442,-95.5511,-95.5511
traffic_signals:sound,43,2.2909,-89.7862,-89.7862
traffic_signals:vibration,42,2.2376,-90.0474,-90.0474
tunnel,42,2.2376,-56.701,-56.701
bus,39,2.0778,-93.5323,-93.5323
access,38,2.0245,-89.4444,-89.4444
lane_markings,34,1.8114,-92.2727,-92.2727
local_ref,34,1.8114,-88.9968,-88.9968
oneway:bicycle,28,1.4917,-89.0625,-89.0625
dual_carriageway,27,1.4385,-96.8714,-96.8714
natural,27,1.4385,-74.7664,-74.7664
railway,27,1.4385,-90.7216,-90.7216
source:ref,27,1.4385,-94.1558,-94.1558
smoothness,26,1.3852,-94.4444,-94.4444
source:maxspeed,26,1.3852,-96.9555,-96.9555
disused:oneway,23,1.2254,-23.3333,-23.3333
note,23,1.2254,-95.7486,-95.7486
not:name,22,1.1721,-94.6472,-94.6472
source:name,22,1.1721,-94.8837,-94.8837
traffic_calming,22,1.1721,-94.7242,-94.7242
naptan:AtcoCode,21,1.1188,-94.0171,-94.0171
boat,19,1.0123,90.0,90.0
junction,19,1.0123,-95.7494,-95.7494
traffic_signals:direction,19,1.0123,-95.0904,-95.0904
direction,18,0.959,-95.6938,-95.6938
width,18,0.959,-85.4839,-85.4839
naptan:Bearing,17,0.9057,-93.2271,-93.2271
naptan:CommonName,17,0.9057,-93.2271,-93.2271
naptan:Indicator,17,0.9057,-92.3423,-92.3423
naptan:Street,17,0.9057,-90.9091,-90.9091
naptan:verified,16,0.8524,-92.8889,-92.8889
shelter,16,0.8524,-92.6267,-92.6267
amenity,15,0.7991,-95.2077,-95.2077
cycleway:right:oneway,15,0.7991,-91.9355,-91.9355
horse,15,0.7991,-97.7444,-97.7444
segregated,14,0.7459,-96.4377,-96.4377
alt_name,13,0.6926,-92.1212,-92.1212
crossing:signals,13,0.6926,-96.7419,-96.7419
disused:highway,13,0.6926,-43.4783,-43.4783
sidewalk:both:surface,12,0.6393,-95.122,-95.122
addr:postcode,11,0.586,-96.1538,-96.1538
bench,11,0.586,-93.6782,-93.6782
name:ja,11,0.586,-97.5824,-97.5824
parking:left:restriction,11,0.586,-90.5172,-90.5172
designation,10,0.5328,-84.6154,-84.6154
leisure,10,0.5328,-81.4815,-81.4815
motor_vehicle,10,0.5328,-93.7888,-93.7888
network,10,0.5328,-93.9024,-93.9024
prow_ref,10,0.5328,-84.127,-84.127
source:prow_ref,10,0.5328,-83.871,-83.871
traffic_signals,10,0.5328,-95.7082,-95.7082
website,10,0.5328,-93.7107,-93.7107
busway:left,9,0.4795,-96.5649,-96.5649
network:wikidata,9,0.4795,-81.25,-81.25
shoulder,9,0.4795,-97.0588,-97.0588
source:designation,9,0.4795,-80.0,-80.0
subway,9,0.4795,-92.437,-92.437
cycleway:left:lane,8,0.4262,-97.861,-97.861
name:en,8,0.4262,-98.1265,-98.1265
phone,8,0.4262,-90.6977,-90.6977
wheelchair,8,0.4262,-95.4802,-95.4802
busway:right,7,0.3729,-95.5696,-95.5696
check_date:surface,7,0.3729,-85.7143,-85.7143
est_width,7,0.3729,-93.913,-93.913
hgv,7,0.3729,-98.0282,-98.0282
lanes:backward,7,0.3729,-96.6825,-96.6825
lanes:forward,7,0.3729,-97.3881,-97.3881
line,7,0.3729,-94.4,-94.4
name:ru,7,0.3729,-99.0591,-99.0591
parking:both,7,0.3729,-98.0769,-98.0769
proposed:oneway,7,0.3729,-75.8621,-75.8621
voltage,7,0.3729,-93.0,-93.0
addr:city,6,0.3197,-97.3913,-97.3913
addr:street,6,0.3197,-98.0198,-98.0198
bridge,6,0.3197,-98.5112,-98.5112
electrified,6,0.3197,-93.75,-93.75
frequency,6,0.3197,-93.617,-93.617
lanes:psv,6,0.3197,-93.4783,-93.4783
level,6,0.3197,-87.234,-87.234
name:be,6,0.3197,-99.0476,-99.0476
oneway:bus,6,0.3197,-85.7143,-85.7143
ref:GB:tflcid,6,0.3197,-89.0909,-89.0909
ref:edubase,6,0.3197,-83.3333,-83.3333
turn:lanes,6,0.3197,-98.2709,-98.2709
wikimedia_commons,6,0.3197,-88.8889,-88.8889
brand,5,0.2664,-93.3333,-93.3333
brand:wikidata,5,0.2664,-92.9577,-92.9577
busway:right:oneway,5,0.2664,-77.2727,-77.2727
capacity,5,0.2664,-87.8049,-87.8049
check_date,5,0.2664,-89.7959,-89.7959
entrance,5,0.2664,-76.1905,-76.1905
isced:level,5,0.2664,-86.1111,-86.1111
max_age,5,0.2664,-86.1111,-86.1111
min_age,5,0.2664,-86.1111,-86.1111
name:da,5,0.2664,-81.4815,-81.4815
noexit,5,0.2664,-77.2727,-77.2727
parking:left,5,0.2664,-86.8421,-86.8421
ref:GB:uprn,5,0.2664,-86.1111,-86.1111
school:trust,5,0.2664,-86.1111,-86.1111
school:type,5,0.2664,-85.7143,-85.7143
sidewalk:left:surface,5,0.2664,-98.8235,-98.8235
train,5,0.2664,-16.6667,-16.6667
bin,4,0.2131,-96.0396,-96.0396
building,4,0.2131,-99.3893,-99.3893
gauge,4,0.2131,-95.7895,-95.7895
lanes:psv:right,4,0.2131,-60.0,-60.0
loading_gauge,4,0.2131,-94.6667,-94.6667
name:uk,4,0.2131,-76.4706,-76.4706
parking:both:restriction,4,0.2131,-96.8504,-96.8504
rcn,4,0.2131,-92.5926,-92.5926
service,4,0.2131,-97.9695,-97.9695
source:addr:postcode,4,0.2131,-63.6364,-63.6364
water,4,0.2131,0.0,0.0
addr:housenumber,3,0.1598,-98.6784,-98.6784
area,3,0.1598,-93.1818,-93.1818
bollard,3,0.1598,-97.5806,-97.5806
covered,3,0.1598,-94.5455,-94.5455
cuisine,3,0.1598,-82.3529,-82.3529
cyclestreets_id,3,0.1598,-80.0,-80.0
cycleway:both:lane,3,0.1598,-97.2222,-97.2222
cycleway:right:lane,3,0.1598,-98.2955,-98.2955
cycleway:surface,3,0.1598,-93.8776,-93.8776
lanes:psv:backward,3,0.1598,-95.1613,-95.1613
motor_vehicle:conditional,3,0.1598,-97.6744,-97.6744
name:bn,3,0.1598,-84.2105,-84.2105
name:left,3,0.1598,-50.0,-50.0
name:right,3,0.1598,-50.0,-50.0
parking:right,3,0.1598,-82.3529,-82.3529
parking:right:orientation,3,0.1598,0.0,0.0
proposed:cycleway:left,3,0.1598,-76.9231,-76.9231
source:width,3,0.1598,-86.9565,-86.9565
sport,3,0.1598,-82.3529,-82.3529
takeaway,3,0.1598,-66.6667,-66.6667
traffic_signals:countdown,3,0.1598,-84.2105,-84.2105
addr:country,2,0.1066,-97.561,-97.561
addr:housename,2,0.1066,-95.9184,-95.9184
brand:wikipedia,2,0.1066,-90.9091,-90.9091
check_date:opening_hours,2,0.1066,-50.0,-50.0
check_date:shelter,2,0.1066,100.0,100.0
denomination,2,0.1066,-80.0,-80.0
departures_board,2,0.1066,100.0,100.0
diocese,2,0.1066,-71.4286,-71.4286
emergency,2,0.1066,-97.9167,-97.9167
fhrs:id,2,0.1066,-95.2381,-95.2381
incline,2,0.1066,-91.3043,-91.3043
lanes:psv:forward,2,0.1066,-96.0,-96.0
locked,2,0.1066,-66.6667,-66.6667
maxheight,2,0.1066,-97.2973,-97.2973
maxwidth:physical,2,0.1066,100.0,100.0
motorcycle,2,0.1066,-97.3333,-97.3333
opening_hours,2,0.1066,-95.0,-95.0
parking,2,0.1066,-97.5904,-97.5904
religion,2,0.1066,-87.5,-87.5
shop,2,0.1066,-97.0588,-97.0588
source:addr,2,0.1066,-77.7778,-77.7778
source:maxwidth:physical,2,0.1066,100.0,100.0
tourism,2,0.1066,-94.1176,-94.1176
tracktype,2,0.1066,-71.4286,-71.4286
vehicle,2,0.1066,-90.0,-90.0
addr:county,1,0.0533,-50.0,-50.0
addr:suburb,1,0.0533,-87.5,-87.5
admin_level,1,0.0533,-93.75,-93.75
alt_name:gl,1,0.0533,-93.3333,-93.3333
alt_name:ur,1,0.0533,-93.3333,-93.3333
busway:opening_hours,1,0.0533,-80.0,-80.0
capital,1,0.0533,-93.3333,-93.3333
car,1,0.0533,0.0,0.0
check_date:lit,1,0.0533,-75.0,-75.0
complete,1,0.0533,0.0,0.0
cycleway:conditional,1,0.0533,-50.0,-50.0
cycleway:right:conditional,1,0.0533,-50.0,-50.0
cycleway:width,1,0.0533,-90.9091,-90.9091
delivery,1,0.0533,0.0,0.0
disused:cycleway,1,0.0533,0.0,0.0
door,1,0.0533,-50.0,-50.0
ele,1,0.0533,-95.0,-95.0
email,1,0.0533,-91.6667,-91.6667
fare_zone,1,0.0533,-98.5294,-98.5294
fee,1,0.0533,-90.0,-90.0
fixme,1,0.0533,-99.4118,-99.4118
footway:surface,1,0.0533,-97.561,-97.561
indoor,1,0.0533,-91.6667,-91.6667
information,1,0.0533,0.0,0.0
is_capital,1,0.0533,-93.3333,-93.3333
is_in:country_code,1,0.0533,-94.4444,-94.4444
is_in:iso_3166_2,1,0.0533,-93.3333,-93.3333
lanes:bus,1,0.0533,0.0,0.0
name:ab,1,0.0533,-93.3333,-93.3333
name:ace,1,0.0533,-93.3333,-93.3333
name:ady,1,0.0533,-93.3333,-93.3333
name:af,1,0.0533,-93.3333,-93.3333
name:als,1,0.0533,-93.3333,-93.3333
name:am,1,0.0533,-93.3333,-93.3333
name:an,1,0.0533,-93.3333,-93.3333
name:ang,1,0.0533,-93.3333,-93.3333
name:ar,1,0.0533,-93.3333,-93.3333
name:arc,1,0.0533,-93.3333,-93.3333
name:ary,1,0.0533,-93.3333,-93.3333
name:arz,1,0.0533,-93.3333,-93.3333
name:ast,1,0.0533,-93.3333,-93.3333
name:av,1,0.0533,-93.3333,-93.3333
name:avk,1,0.0533,-93.3333,-93.3333
name:awa,1,0.0533,-93.3333,-93.3333
name:ay,1,0.0533,-93.3333,-93.3333
name:az,1,0.0533,-93.3333,-93.3333
name:azb,1,0.0533,-93.3333,-93.3333
name:ba,1,0.0533,-93.3333,-93.3333
name:ban,1,0.0533,-93.3333,-93.3333
name:bar,1,0.0533,-93.3333,-93.3333
name:bat-smg,1,0.0533,-93.3333,-93.3333
name:bcl,1,0.0533,-93.3333,-93.3333
name:be-tarask,1,0.0533,-93.3333,-93.3333
name:bg,1,0.0533,-93.3333,-93.3333
name:bh,1,0.0533,-93.3333,-93.3333
name:bi,1,0.0533,-93.3333,-93.3333
name:bm,1,0.0533,-93.3333,-93.3333
name:bo,1,0.0533,-93.3333,-93.3333
name:br,1,0.0533,-93.3333,-93.3333
name:bs,1,0.0533,-93.3333,-93.3333
name:bxr,1,0.0533,-93.3333,-93.3333
name:ca,1,0.0533,-93.3333,-93.3333
name:cdo,1,0.0533,-93.3333,-93.3333
name:ce,1,0.0533,-93.3333,-93.3333
name:ceb,1,0.0533,-93.3333,-93.3333
name:chr,1,0.0533,-93.3333,-93.3333
name:ckb,1,0.0533,-93.3333,-93.3333
name:cnr,1,0.0533,0.0,0.0
name:co,1,0.0533,-93.3333,-93.3333
name:crh,1,0.0533,-93.3333,-93.3333
name:cs,1,0.0533,-93.3333,-93.3333
name:csb,1,0.0533,-93.3333,-93.3333
name:cu,1,0.0533,-93.3333,-93.3333
name:cv,1,0.0533,-93.3333,-93.3333
name:cy,1,0.0533,-93.3333,-93.3333
name:de,1,0.0533,-93.3333,-93.3333
name:diq,1,0.0533,-93.3333,-93.3333
name:dsb,1,0.0533,-93.3333,-93.3333
name:dty,1,0.0533,-93.3333,-93.3333
name:ee,1,0.0533,-93.3333,-93.3333
name:el,1,0.0533,-93.3333,-93.3333
name:eml,1,0.0533,-93.3333,-93.3333
name:eo,1,0.0533,-93.3333,-93.3333
name:es,1,0.0533,-93.3333,-93.3333
name:et,1,0.0533,-93.3333,-93.3333
name:etymology:wikidata,1,0.0533,-99.375,-99.375
name:eu,1,0.0533,-93.3333,-93.3333
name:ext,1,0.0533,-93.3333,-93.3333
name:fa,1,0.0533,-93.3333,-93.3333
name:ff,1,0.0533,-93.3333,-93.3333
name:fi,1,0.0533,-93.3333,-93.3333
name:fj,1,0.0533,-93.3333,-93.3333
name:fo,1,0.0533,-93.3333,-93.3333
name:fr,1,0.0533,-94.1176,-94.1176
name:frp,1,0.0533,-93.3333,-93.3333
name:frr,1,0.0533,-93.3333,-93.3333
name:fur,1,0.0533,-93.3333,-93.3333
name:fy,1,0.0533,-93.3333,-93.3333
name:ga,1,0.0533,-93.3333,-93.3333
name:gag,1,0.0533,-93.3333,-93.3333
name:gan,1,0.0533,-93.3333,-93.3333
name:gcr,1,0.0533,-93.3333,-93.3333
name:gd,1,0.0533,-93.3333,-93.3333
name:gl,1,0.0533,-95.4545,-95.4545
name:gn,1,0.0533,-93.3333,-93.3333
name:gom,1,0.0533,-93.3333,-93.3333
name:gsw,1,0.0533,0.0,0.0
name:gu,1,0.0533,-93.3333,-93.3333
name:gv,1,0.0533,-93.3333,-93.3333
name:ha,1,0.0533,-93.3333,-93.3333
name:hak,1,0.0533,-93.3333,-93.3333
name:haw,1,0.0533,-93.3333,-93.3333
name:he,1,0.0533,-93.3333,-93.3333
name:hi,1,0.0533,-93.3333,-93.3333
name:hif,1,0.0533,-93.3333,-93.3333
name:hr,1,0.0533,-93.3333,-93.3333
name:hsb,1,0.0533,-93.3333,-93.3333
name:ht,1,0.0533,-93.3333,-93.3333
name:hu,1,0.0533,-93.3333,-93.3333
name:hy,1,0.0533,-93.3333,-93.3333
name:hyw,1,0.0533,-93.3333,-93.3333
name:id,1,0.0533,-93.3333,-93.3333
name:ig,1,0.0533,-93.3333,-93.3333
name:ilo,1,0.0533,-93.3333,-93.3333
name:inh,1,0.0533,-93.3333,-93.3333
name:io,1,0.0533,-93.3333,-93.3333
name:is,1,0.0533,-93.3333,-93.3333
name:it,1,0.0533,-95.4545,-95.4545
name:jam,1,0.0533,-93.3333,-93.3333
name:jbo,1,0.0533,-93.3333,-93.3333
name:jv,1,0.0533,-93.3333,-93.3333
name:ka,1,0.0533,-93.3333,-93.3333
name:kaa,1,0.0533,-93.3333,-93.3333
name:kab,1,0.0533,-93.3333,-93.3333
name:kbd,1,0.0533,-93.3333,-93.3333
name:kk,1,0.0533,-93.3333,-93.3333
name:kl,1,0.0533,-93.3333,-93.3333
name:km,1,0.0533,-93.3333,-93.3333
name:kn,1,0.0533,-93.3333,-93.3333
name:ko,1,0.0533,-94.4444,-94.4444
