key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,school,6,40.0,500.0,500.0
amenity,fast_food,3,20.0,200.0,200.0
amenity,parking,3,20.0,200.0,200.0
amenity,college,1,6.6667,0.0,0.0
amenity,fire_station,1,6.6667,0.0,0.0
amenity,vending_machine,1,6.6667,0.0,0.0
building,yes,3,75.0,200.0,200.0
building,residential,1,25.0,0.0,0.0
emergency,yes,2,100.0,100.0,100.0
highway,crossing,269,29.9555,26800.0,26800.0
highway,footway,174,19.3764,17300.0,17300.0
highway,primary,171,19.0423,17000.0,17000.0
highway,unclassified,57,6.3474,5600.0,5600.0
highway,residential,51,5.6793,5000.0,5000.0
highway,tertiary,35,3.8976,3400.0,3400.0
highway,service,25,2.784,2400.0,2400.0
highway,cycleway,20,2.2272,1900.0,1900.0
highway,traffic_signals,19,2.1158,1800.0,1800.0
highway,bus_stop,17,1.8931,1600.0,1600.0
highway,give_way,12,1.3363,1100.0,1100.0
highway,secondary,12,1.3363,1100.0,1100.0
highway,track,11,1.2249,1000.0,1000.0
highway,primary_link,7,0.7795,600.0,600.0
highway,trunk,5,0.5568,400.0,400.0
highway,mini_roundabout,4,0.4454,300.0,300.0
highway,steps,3,0.3341,200.0,200.0
highway,elevator,2,0.2227,100.0,100.0
highway,path,1,0.1114,0.0,0.0
highway,pedestrian,1,0.1114,0.0,0.0
highway,proposed,1,0.1114,0.0,0.0
highway,secondary_link,1,0.1114,0.0,0.0
landuse,residential,31,42.4658,3000.0,3000.0
landuse,farmland,12,16.4384,1100.0,1100.0
landuse,railway,6,8.2192,500.0,500.0
landuse,commercial,5,6.8493,400.0,400.0
landuse,meadow,4,5.4795,300.0,300.0
landuse,retail,4,5.4795,300.0,300.0
landuse,industrial,3,4.1096,200.0,200.0
landuse,allotments,2,2.7397,100.0,100.0
landuse,brownfield,2,2.7397,100.0,100.0
landuse,grass,2,2.7397,100.0,100.0
landuse,farmyard,1,1.3699,0.0,0.0
landuse,recreation_ground,1,1.3699,0.0,0.0
leisure,park,7,70.0,600.0,600.0
leisure,pitch,2,20.0,100.0,100.0
leisure,water_park,1,10.0,0.0,0.0
name,Queen Victoria Street,34,6.308,3300.0,3300.0
name,Theobalds Brook,33,6.1224,3200.0,3200.0
name,Farringdon Street,28,5.1948,2700.0,2700.0
name,Farringdon Road,23,4.2672,2200.0,2200.0
name,Baylis Road,22,4.0816,2100.0,2100.0
name,London Wall,16,2.9685,1500.0,1500.0
name,Spital Brook,16,2.9685,1500.0,1500.0
name,College Brook,12,2.2263,1100.0,1100.0
name,Charing Cross,10,1.8553,900.0,900.0
name,Millbank,10,1.8553,900.0,900.0
name,High Holborn,8,1.4842,700.0,700.0
name,Station Approach,7,1.2987,600.0,600.0
name,Bloomsbury Way,6,1.1132,500.0,500.0
name,Drake Street,6,1.1132,500.0,500.0
name,Southampton Row,6,1.1132,500.0,500.0
name,Theobalds Road,6,1.1132,500.0,500.0
name,Broad Sanctuary,5,0.9276,400.0,400.0
name,Sopwith Way,5,0.9276,400.0,400.0
name,Strutton Ground,5,0.9276,400.0,400.0
name,Bakerloo Line,4,0.7421,300.0,300.0
name,Borough High Street,4,0.7421,300.0,300.0
name,City Road,4,0.7421,300.0,300.0
name,Cockspur Street,4,0.7421,300.0,300.0
name,Fisher Street,4,0.7421,300.0,300.0
name,Great George Street,4,0.7421,300.0,300.0
name,Old North Street,4,0.7421,300.0,300.0
name,Red Lion Square,4,0.7421,300.0,300.0
name,River Lea,4,0.7421,300.0,300.0
name,Small River Lea,4,0.7421,300.0,300.0
name,Westminster Abbey,4,0.7421,300.0,300.0
name,Battersea Park Station,3,0.5566,200.0,200.0
name,Cheshunt,3,0.5566,200.0,200.0
name,Donegal Street,3,0.5566,200.0,200.0
name,Erasmus Street,3,0.5566,200.0,200.0
name,Harrington Road,3,0.5566,200.0,200.0
name,Horseferry Road,3,0.5566,200.0,200.0
name,Kingsway,3,0.5566,200.0,200.0
name,Manor Grove Avenue,3,0.5566,200.0,200.0
name,Queenstown Road,3,0.5566,200.0,200.0
name,Rodney Street,3,0.5566,200.0,200.0
name,Trinity Lane,3,0.5566,200.0,200.0
name,Vernon Place,3,0.5566,200.0,200.0
name,Westminster Station / Parliament Square,3,0.5566,200.0,200.0
name,Baldwins Gardens,2,0.3711,100.0,100.0
name,Battersea Park / Chelsea Gate,2,0.3711,100.0,100.0
name,Belgrave Road,2,0.3711,100.0,100.0
name,Boswell Street,2,0.3711,100.0,100.0
name,Britannia Meadow,2,0.3711,100.0,100.0
name,Bury Place,2,0.3711,100.0,100.0
name,Catton Street,2,0.3711,100.0,100.0
name,Chelsea Bridge Road,2,0.3711,100.0,100.0
name,City Garden Row,2,0.3711,100.0,100.0
name,Duke Street Hill,2,0.3711,100.0,100.0
name,Frazier Street,2,0.3711,100.0,100.0
name,Great Guildford Street,2,0.3711,100.0,100.0
name,Great Peter Street,2,0.3711,100.0,100.0
name,Green Park,2,0.3711,100.0,100.0
name,Greycoat Place,2,0.3711,100.0,100.0
name,Hill Street,2,0.3711,100.0,100.0
name,Lambeth Bridge,2,0.3711,100.0,100.0
name,Leather Lane,2,0.3711,100.0,100.0
name,Nelson's Row,2,0.3711,100.0,100.0
name,New North Street,2,0.3711,100.0,100.0
name,Old Broad Street,2,0.3711,100.0,100.0
name,Old Gloucester Street,2,0.3711,100.0,100.0
name,Page Street,2,0.3711,100.0,100.0
name,Procter Street,2,0.3711,100.0,100.0
name,Queen Street,2,0.3711,100.0,100.0
name,Queenstown Road Station,2,0.3711,100.0,100.0
name,Rags Brook,2,0.3711,100.0,100.0
name,Silver Street,2,0.3711,100.0,100.0
name,Southwark Street,2,0.3711,100.0,100.0
name,Spur Road,2,0.3711,100.0,100.0
name,Storey's Gate,2,0.3711,100.0,100.0
name,The Sanctuary,2,0.3711,100.0,100.0
name,Thurloe Square,2,0.3711,100.0,100.0
name,Alaska Street,1,0.1855,0.0,0.0
name,Artillery Place,1,0.1855,0.0,0.0
name,Baker Street,1,0.1855,0.0,0.0
name,Balham,1,0.1855,0.0,0.0
name,Barter Street,1,0.1855,0.0,0.0
name,Bloomsbury Square,1,0.1855,0.0,0.0
name,Boot Pit,1,0.1855,0.0,0.0
name,Boulders,1,0.1855,0.0,0.0
name,Bowyers Water,1,0.1855,0.0,0.0
name,Brick Lane,1,0.1855,0.0,0.0
name,Brick Street,1,0.1855,0.0,0.0
name,Britannia Lake,1,0.1855,0.0,0.0
name,Broadway,1,0.1855,0.0,0.0
name,Brooke Street,1,0.1855,0.0,0.0
name,Brookland Infant and Junior Schools,1,0.1855,0.0,0.0
name,Broom Hills Wood,1,0.1855,0.0,0.0
name,Burleigh Road,1,0.1855,0.0,0.0
name,Bury Green Lodge,1,0.1855,0.0,0.0
name,Canada Lane,1,0.1855,0.0,0.0
name,Cannon Street,1,0.1855,0.0,0.0
name,Chadwick Street,1,0.1855,0.0,0.0
name,Charing Cross Road,1,0.1855,0.0,0.0
name,Charterhouse Street,1,0.1855,0.0,0.0
name,Cheshunt Fire Station,1,0.1855,0.0,0.0
name,Churchfield CofE Academy,1,0.1855,0.0,0.0
name,Cliveden Place,1,0.1855,0.0,0.0
name,Denmark Hill / Camberwell Green,1,0.1855,0.0,0.0
name,Dewhurst St Mary CofE Primary School,1,0.1855,0.0,0.0
name,Docklands Light Railway,1,0.1855,0.0,0.0
name,Dover Street,1,0.1855,0.0,0.0
name,Down Street,1,0.1855,0.0,0.0
name,Dyer's Buildings,1,0.1855,0.0,0.0
name,Eagle Place,1,0.1855,0.0,0.0
name,Elverton Street,1,0.1855,0.0,0.0
name,Emery Hill Street,1,0.1855,0.0,0.0
name,Exton Street,1,0.1855,0.0,0.0
name,F.Hinds,1,0.1855,0.0,0.0
name,Fentiman Road,1,0.1855,0.0,0.0
name,Fetter Lane,1,0.1855,0.0,0.0
name,Furnival Street,1,0.1855,0.0,0.0
name,Gayhurst Road,1,0.1855,0.0,0.0
name,Godliman Street,1,0.1855,0.0,0.0
name,Goffs Oak Primary & Nursery School,1,0.1855,0.0,0.0
name,Great Smith Street,1,0.1855,0.0,0.0
name,Greencoat Place,1,0.1855,0.0,0.0
name,Greville Street,1,0.1855,0.0,0.0
name,Grundy Park,1,0.1855,0.0,0.0
name,Guilford Street,1,0.1855,0.0,0.0
name,Half Moon Street,1,0.1855,0.0,0.0
name,Hanbury Street,1,0.1855,0.0,0.0
name,Harpur Street,1,0.1855,0.0,0.0
name,Heddon Street,1,0.1855,0.0,0.0
name,Hertford College: Broxbourne Campus,1,0.1855,0.0,0.0
name,Holborn Place,1,0.1855,0.0,0.0
name,Hurst Drive Primary School,1,0.1855,0.0,0.0
name,Joiner Street,1,0.1855,0.0,0.0
name,Jubilee Line,1,0.1855,0.0,0.0
name,Kennington Road,1,0.1855,0.0,0.0
name,King Edward's Road,1,0.1855,0.0,0.0
name,Lamb's Conduit Street,1,0.1855,0.0,0.0
name,Lavington Street,1,0.1855,0.0,0.0
name,Lee Pit,1,0.1855,0.0,0.0
name,Lee Valley White Water Centre,1,0.1855,0.0,0.0
name,Lister Hospital,1,0.1855,0.0,0.0
name,Little Sanctuary,1,0.1855,0.0,0.0
name,Little Turnstile,1,0.1855,0.0,0.0
name,London,1,0.1855,0.0,0.0
name,Longlands Primary School and Nursery,1,0.1855,0.0,0.0
name,Marsh Pit,1,0.1855,0.0,0.0
name,Marsham Street,1,0.1855,0.0,0.0
name,Marylebone,1,0.1855,0.0,0.0
name,Medway Street,1,0.1855,0.0,0.0
name,Millbank Tower,1,0.1855,0.0,0.0
name,Monarch Oaks,1,0.1855,0.0,0.0
name,Morland Estate,1,0.1855,0.0,0.0
