key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
highway,827,64.4583,-94.3341,-31.0644
surface,507,39.5168,-94.3403,-31.1398
name,465,36.2432,-94.8851,-37.7681
lit,433,33.749,-94.8348,-37.1565
maxspeed,390,30.3975,-94.9139,-38.1195
crossing,289,22.5253,-92.5935,-9.8881
ref,286,22.2915,-95.1128,-40.5388
tactile_paving,257,20.0312,-90.2356,18.8007
crossing:island,240,18.7062,-88.8786,35.3105
sidewalk,235,18.3164,-95.1275,-40.7181
lanes,224,17.4591,-95.5173,-45.4606
wikidata,220,17.1473,-81.3084,127.4143
bicycle,217,16.9135,-88.4697,40.2852
oneway,212,16.5238,-96.4062,-56.2751
operator,207,16.1341,-93.2485,-17.8571
operator:wikidata,182,14.1855,-88.7237,37.1954
crossing_ref,166,12.9384,-88.5989,38.7134
foot,151,11.7693,-92.5689,-9.5883
crossing:markings,140,10.9119,-92.6625,-10.7268
button_operated,132,10.2884,-86.149,68.5205
kerb,97,7.5604,-88.7078,37.3884
postal_code,96,7.4825,-91.9531,-2.0956
crossing:signals,92,7.1707,-76.9424,180.5347
cycleway:left,92,7.1707,-96.1842,-53.5739
traffic_signals:sound,80,6.2354,-80.9976,131.1956
sidewalk:left,78,6.0795,-92.8506,-13.0156
sidewalk:right,78,6.0795,-92.3977,-7.5049
cycleway:right,77,6.0016,-92.589,-9.8332
source,69,5.378,-95.4425,-44.5509
traffic_signals:vibration,65,5.0663,-84.5972,87.4013
power,64,4.9883,-15.7895,924.5614
source:maxspeed,64,4.9883,-92.5059,-8.8212
cycleway:both,53,4.1309,-94.7988,-36.719
barrier,52,4.053,-92.3077,-6.4103
footway,52,4.053,-92.9825,-14.6199
maxspeed:type,48,3.7412,-97.5026,-69.615
sidewalk:both,46,3.5853,-94.6512,-34.9225
dual_carriageway,42,3.2736,-95.1333,-40.7879
cycleway,37,2.8839,-96.4217,-56.4636
ref:GB:usrn,36,2.8059,-93.4186,-19.9269
smoothness,36,2.8059,-92.3077,-6.4103
landuse,33,2.5721,-87.2093,55.6202
building,32,2.4942,-95.1145,-40.5598
natural,32,2.4942,-70.0935,263.8629
bus,27,2.1044,-95.5224,-45.5224
wikipedia,27,2.1044,-97.27,-66.7846
amenity,25,1.9486,-92.0128,-2.8222
turn:lanes,25,1.9486,-92.7954,-12.3439
direction,18,1.403,-95.6938,-47.6077
sidewalk:both:surface,18,1.403,-92.6829,-10.9756
oneway:bicycle,17,1.325,-93.3594,-19.2057
public_transport,17,1.325,-96.8165,-61.2672
source:url,17,1.325,54.5455,1780.303
traffic_calming,17,1.325,-95.9233,-50.3997
busway:right,16,1.2471,-89.8734,23.2068
waterway,16,1.2471,-78.0822,166.6667
water,15,1.1691,275.0,4462.5
website,15,1.1691,-90.566,14.7799
layer,14,1.0912,-97.2921,-67.0535
traffic_signals:direction,14,1.0912,-96.3824,-55.9862
addr:postcode,13,1.0133,-95.4545,-44.697
brand,13,1.0133,-82.6667,110.8889
brand:wikidata,13,1.0133,-81.6901,122.77
check_date,13,1.0133,-73.4694,222.7891
note,13,1.0133,-97.597,-70.764
source:name,13,1.0133,-96.9767,-63.2171
was:highway,13,1.0133,-78.6885,159.2896
width,13,1.0133,-89.5161,27.5538
fixme,12,0.9353,-92.9412,-14.1176
lanes:backward,12,0.9353,-94.3128,-30.8057
sidewalk:left:surface,12,0.9353,-97.1765,-65.6471
traffic_signals,12,0.9353,-94.8498,-37.3391
lane_markings,11,0.8574,-97.5,-69.5833
local_ref,11,0.8574,-96.4401,-56.6882
motor_vehicle,11,0.8574,-93.1677,-16.8737
phone,11,0.8574,-87.2093,55.6202
access,10,0.7794,-97.2222,-66.2037
addr:city,10,0.7794,-95.6522,-47.1014
addr:street,10,0.7794,-96.6997,-59.846
lanes:forward,10,0.7794,-96.2687,-54.602
brand:wikipedia,9,0.7015,-59.0909,397.7273
bridge,9,0.7015,-97.7667,-72.8288
opening_hours,9,0.7015,-77.5,173.75
segregated,9,0.7015,-97.7099,-72.1374
tourism,9,0.7015,-73.5294,222.0588
wikimedia_commons,9,0.7015,-83.3333,102.7778
alt_name,8,0.6235,-95.1515,-41.0101
check_date:opening_hours,8,0.6235,100.0,2333.3333
cycleway:right:oneway,8,0.6235,-95.6989,-47.6703
leisure,8,0.6235,-85.1852,80.2469
oneway:bus,8,0.6235,-80.9524,131.746
parking:both,8,0.6235,-97.8022,-73.2601
source:ref,8,0.6235,-98.2684,-78.9322
turn:lanes:backward,8,0.6235,-82.6087,111.5942
designation,7,0.5456,-89.2308,31.0256
prow_ref,7,0.5456,-88.8889,35.1852
source:designation,7,0.5456,-84.4444,89.2593
source:prow_ref,7,0.5456,-88.7097,37.3656
wheelchair,7,0.5456,-96.0452,-51.8832
addr:housenumber,6,0.4677,-97.3568,-67.8414
busway:left,6,0.4677,-97.7099,-72.1374
cycleway:est_width,6,0.4677,-89.0909,32.7273
cycleway:left:oneway,6,0.4677,-95.4545,-44.697
fhrs:id,6,0.4677,-85.7143,73.8095
hgv,6,0.4677,-98.3099,-79.4366
tracktype,6,0.4677,-14.2857,942.8571
backrest,5,0.3897,150.0,2941.6667
boat,5,0.3897,-50.0,508.3333
check_date:surface,5,0.3897,-89.7959,24.1497
created_by,5,0.3897,-50.0,508.3333
cycle_network,5,0.3897,-77.2727,176.5152
naptan:AtcoCode,5,0.3897,-98.5755,-82.6686
