key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,bench,94,30.0319,9300.0,9300.0
amenity,parking,58,18.5304,5700.0,5700.0
amenity,school,35,11.1821,3400.0,3400.0
amenity,bus_garage,13,4.1534,1200.0,1200.0
amenity,fuel,12,3.8339,1100.0,1100.0
amenity,fast_food,9,2.8754,800.0,800.0
amenity,post_depot,8,2.5559,700.0,700.0
amenity,atm,7,2.2364,600.0,600.0
amenity,cafe,7,2.2364,600.0,600.0
amenity,place_of_worship,7,2.2364,600.0,600.0
amenity,parking_space,6,1.9169,500.0,500.0
amenity,clinic,5,1.5974,400.0,400.0
amenity,pharmacy,4,1.278,300.0,300.0
amenity,post_box,4,1.278,300.0,300.0
amenity,post_office,4,1.278,300.0,300.0
amenity,restaurant,4,1.278,300.0,300.0
amenity,bank,3,0.9585,200.0,200.0
amenity,taxi,3,0.9585,200.0,200.0
amenity,bicycle_parking,2,0.639,100.0,100.0
amenity,community_centre,2,0.639,100.0,100.0
amenity,doctors,2,0.639,100.0,100.0
amenity,fountain,2,0.639,100.0,100.0
amenity,kindergarten,2,0.639,100.0,100.0
amenity,toilets,2,0.639,100.0,100.0
amenity,vending_machine,2,0.639,100.0,100.0
amenity,boat_rental,1,0.3195,0.0,0.0
amenity,bus_station,1,0.3195,0.0,0.0
amenity,car_rental,1,0.3195,0.0,0.0
amenity,charging_station,1,0.3195,0.0,0.0
amenity,childcare,1,0.3195,0.0,0.0
amenity,clock,1,0.3195,0.0,0.0
amenity,dentist,1,0.3195,0.0,0.0
amenity,ice_cream,1,0.3195,0.0,0.0
amenity,letter_box,1,0.3195,0.0,0.0
amenity,marketplace,1,0.3195,0.0,0.0
amenity,motorcycle_parking,1,0.3195,0.0,0.0
amenity,pub,1,0.3195,0.0,0.0
amenity,scout_hut,1,0.3195,0.0,0.0
amenity,shelter,1,0.3195,0.0,0.0
amenity,social_facility,1,0.3195,0.0,0.0
amenity,waste_basket,1,0.3195,0.0,0.0
building,yes,516,78.7786,51500.0,51500.0
building,construction,40,6.1069,3900.0,3900.0
building,house,26,3.9695,2500.0,2500.0
building,detached,20,3.0534,1900.0,1900.0
building,bus_garage,7,1.0687,600.0,600.0
building,warehouse,6,0.916,500.0,500.0
building,retail,5,0.7634,400.0,400.0
