key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
highway,3809,3.9651,64.0396,64.0396
name,2359,2.4557,97.4059,97.4059
source,1381,1.4376,364.9832,364.9832
tiger:cfcc,1331,1.3856,68.6946,68.6946
tiger:county,1328,1.3824,68.1013,68.1013
waterway,1181,1.2294,470.5314,470.5314
tiger:reviewed,976,1.016,65.4237,65.4237
gnis:fcode,975,1.015,586.6197,586.6197
nhd:fdate,975,1.015,586.6197,586.6197
gnis:ftype,970,1.0098,583.0986,583.0986
nhd:reach_code,909,0.9463,540.1408,540.1408
tiger:name_base,869,0.9046,61.825,61.825
natural,821,0.8547,86.5909,86.5909
surface,757,0.788,125.9701,125.9701
nhd:com_id,738,0.7683,438.6861,438.6861
intermittent,711,0.7401,442.7481,442.7481
tiger:name_type,643,0.6694,47.8161,47.8161
access,525,0.5465,1.1561,1.1561
bicycle,496,0.5163,401.0101,401.0101
ref,375,0.3904,197.619,197.619
ele,359,0.3737,187.2,187.2
building,339,0.3529,156.8182,156.8182
horse,325,0.3383,377.9412,377.9412
foot,290,0.3019,184.3137,184.3137
ford,288,0.2998,2518.1818,2518.1818
layer,277,0.2884,477.0833,477.0833
service,262,0.2727,1.5504,1.5504
attribution,247,0.2571,263.2353,263.2353
gnis:feature_id,242,0.2519,303.3333,303.3333
tiger:name_base_1,239,0.2488,83.8462,83.8462
motor_vehicle,226,0.2353,361.2245,361.2245
man_made,214,0.2228,355.3191,355.3191
tracktype,200,0.2082,166.6667,166.6667
landuse,187,0.1947,59.8291,59.8291
gnis:id,182,0.1895,237.037,237.037
barrier,179,0.1863,-7.732,-7.732
gnis:created,154,0.1603,161.0169,161.0169
tunnel,153,0.1593,446.4286,446.4286
aerialway,151,0.1572,2920.0,2920.0
tiger:name_type_1,151,0.1572,135.9375,135.9375
alt_name,136,0.1416,518.1818,518.1818
wikidata,130,0.1353,100.0,100.0
addr:state,98,0.102,988.8889,988.8889
name_1,97,0.101,-7.619,-7.619
bridge,94,0.0979,308.6957,308.6957
substance,92,0.0958,9100.0,9100.0
gnis:county_name,91,0.0947,1200.0,1200.0
gnis:feature_type,90,0.0937,1185.7143,1185.7143
src:id,90,0.0937,592.3077,592.3077
location,89,0.0926,8800.0,8800.0
note,87,0.0906,55.3571,55.3571
wetland,85,0.0885,1600.0,1600.0
boat,76,0.0791,2433.3333,2433.3333
tourism,74,0.077,17.4603,17.4603
scvwd:ROUTEID,72,0.075,2300.0,2300.0
water,70,0.0729,400.0,400.0
lanes,69,0.0718,-34.2857,-34.2857
gnis:county_id,59,0.0614,13.4615,13.4615
gnis:state_id,59,0.0614,13.4615,13.4615
fixme,54,0.0562,31.7073,31.7073
oneway,52,0.0541,67.7419,67.7419
gns:id,49,0.051,880.0,880.0
tower:type,45,0.0468,4400.0,4400.0
power,41,0.0427,-76.8362,-76.8362
operator,39,0.0406,-37.0968,-37.0968
place,38,0.0396,72.7273,72.7273
amenity,35,0.0364,2.9412,2.9412
description,28,0.0291,-50.0,-50.0
dog,28,0.0291,1300.0,1300.0
maxspeed,27,0.0281,-50.9091,-50.9091
tiger:name_base_2,27,0.0281,237.5,237.5
FIXME,24,0.025,71.4286,71.4286
leisure,24,0.025,-29.4118,-29.4118
name_2,24,0.025,700.0,700.0
usage,23,0.0239,2200.0,2200.0
boundary,22,0.0229,-70.6667,-70.6667
capacity,22,0.0229,633.3333,633.3333
old_ref,22,0.0229,2100.0,2100.0
website,22,0.0229,-12.0,-12.0
fee,21,0.0219,110.0,110.0
Zoning,20,0.0208,-78.2609,-78.2609
Tiger:MTFCC,19,0.0198,1800.0,1800.0
COUNTYFP,18,0.0187,1700.0,1700.0
MTFCC,18,0.0187,1700.0,1700.0
STATEFP,18,0.0187,1700.0,1700.0
reservation,17,0.0177,1600.0,1600.0
OBJECTID,16,0.0167,-82.6087,-82.6087
smoothness,16,0.0167,300.0,300.0
start_date,16,0.0167,300.0,300.0
upload_version,16,0.0167,-56.7568,-56.7568
ALAND,15,0.0156,1400.0,1400.0
AWATER,15,0.0156,1400.0,1400.0
motorcar,15,0.0156,36.3636,36.3636
sac_scale,15,0.0156,25.0,25.0
tiger:name_direction_prefix,15,0.0156,275.0,275.0
NHS,14,0.0146,133.3333,133.3333
SHAPESTAre,14,0.0146,-60.0,-60.0
SHAPESTLen,14,0.0146,-60.0,-60.0
admin_level,14,0.0146,-30.0,-30.0
border_type,14,0.0146,-26.3158,-26.3158
content,14,0.0146,100.0,100.0
ohv,14,0.0146,1300.0,1300.0
trail_visibility,14,0.0146,180.0,180.0
hgv,13,0.0135,-74.5098,-74.5098
plant:method,13,0.0135,1200.0,1200.0
plant:output:electricity,13,0.0135,1200.0,1200.0
plant:source,13,0.0135,1200.0,1200.0
ref:US:EIA,13,0.0135,1200.0,1200.0
Tiger:HYDROID,12,0.0125,1100.0,1100.0
addr:street,12,0.0125,500.0,500.0
geological,12,0.0125,140.0,140.0
motorcycle,12,0.0125,1100.0,1100.0
tiger:name_type_2,12,0.0125,200.0,200.0
historic,11,0.0115,57.1429,57.1429
postal_code,11,0.0115,175.0,175.0
tiger:name_direction_suffix,11,0.0115,-21.4286,-21.4286
