key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,parking,13,38.2353,1200.0,1200.0
amenity,toilets,7,20.5882,600.0,600.0
amenity,drinking_water,3,8.8235,200.0,200.0
amenity,fire_station,3,8.8235,200.0,200.0
amenity,bbq,1,2.9412,0.0,0.0
amenity,bench,1,2.9412,0.0,0.0
amenity,bench;drinking_water,1,2.9412,0.0,0.0
amenity,place_of_worship,1,2.9412,0.0,0.0
amenity,pub,1,2.9412,0.0,0.0
amenity,ranger_station,1,2.9412,0.0,0.0
amenity,waste_basket,1,2.9412,0.0,0.0
amenity,watering_place,1,2.9412,0.0,0.0
building,yes,94,71.2121,9300.0,9300.0
building,house,19,14.3939,1800.0,1800.0
building,storage_tank,7,5.303,600.0,600.0
building,barn,3,2.2727,200.0,200.0
building,garage,3,2.2727,200.0,200.0
building,ruins,2,1.5152,100.0,100.0
building,office,1,0.7576,0.0,0.0
building,roof,1,0.7576,0.0,0.0
building,shed,1,0.7576,0.0,0.0
building,stable,1,0.7576,0.0,0.0
highway,service,688,29.6296,68700.0,68700.0
highway,track,658,28.3376,65700.0,65700.0
highway,residential,308,13.2644,30700.0,30700.0
highway,path,241,10.379,24000.0,24000.0
highway,secondary,137,5.9001,13600.0,13600.0
highway,tertiary,111,4.7804,11000.0,11000.0
highway,unclassified,85,3.6606,8400.0,8400.0
highway,footway,19,0.8183,1800.0,1800.0
highway,bus_stop,16,0.6891,1500.0,1500.0
highway,turning_circle,12,0.5168,1100.0,1100.0
highway,passing_place,9,0.3876,800.0,800.0
highway,trailhead,8,0.3445,700.0,700.0
highway,turning_loop,7,0.3015,600.0,600.0
highway,construction,5,0.2153,400.0,400.0
highway,stop,5,0.2153,400.0,400.0
highway,crossing,3,0.1292,200.0,200.0
highway,primary,3,0.1292,200.0,200.0
highway,road,3,0.1292,200.0,200.0
highway,trunk,3,0.1292,200.0,200.0
highway,tertiary_link,1,0.0431,0.0,0.0
landuse,farmland,41,35.0427,4000.0,4000.0
landuse,residential,22,18.8034,2100.0,2100.0
landuse,forest,19,16.2393,1800.0,1800.0
landuse,greenhouse_horticulture,9,7.6923,800.0,800.0
landuse,orchard,9,7.6923,800.0,800.0
landuse,industrial,5,4.2735,400.0,400.0
landuse,meadow,5,4.2735,400.0,400.0
landuse,vineyard,2,1.7094,100.0,100.0
landuse,apiary,1,0.8547,0.0,0.0
landuse,cemetery,1,0.8547,0.0,0.0
landuse,farmyard,1,0.8547,0.0,0.0
landuse,orchards,1,0.8547,0.0,0.0
landuse,quarry,1,0.8547,0.0,0.0
leisure,park,13,38.2353,1200.0,1200.0
leisure,nature_reserve,10,29.4118,900.0,900.0
leisure,garden,6,17.6471,500.0,500.0
leisure,picnic_table,2,5.8824,100.0,100.0
leisure,pitch,1,2.9412,0.0,0.0
leisure,summer_camp,1,2.9412,0.0,0.0
leisure,swimming_pool,1,2.9412,0.0,0.0
name,Angeles Crest Highway,38,3.1799,3700.0,3700.0
name,Empire Grade,16,1.3389,1500.0,1500.0
name,Gibson Canyon Road,15,1.2552,1400.0,1400.0
name,Mad River,14,1.1715,1300.0,1300.0
name,Bloogell's Road,12,1.0042,1100.0,1100.0
name,City of Santa Cruz Open Space,12,1.0042,1100.0,1100.0
name,English Hills Road,12,1.0042,1100.0,1100.0
name,San Gabriel Canyon Road,12,1.0042,1100.0,1100.0
name,Cantelow Road,10,0.8368,900.0,900.0
name,Forest Service Road 3N16,10,0.8368,900.0,900.0
name,Forest Route 5S30,9,0.7531,800.0,800.0
name,San Lorenzo Valley Water District,9,0.7531,800.0,800.0
name,Big Basin Way,8,0.6695,700.0,700.0
name,Huntington Lake Road,8,0.6695,700.0,700.0
name,Laguna Creek Loop,8,0.6695,700.0,700.0
name,San Antonio Valley Road,8,0.6695,700.0,700.0
name,Steele Canyon Road,8,0.6695,700.0,700.0
name,Warrenella Truck Trail,8,0.6695,700.0,700.0
name,Juggs,7,0.5858,600.0,600.0
name,Knoxville Road,7,0.5858,600.0,600.0
name,Peterson Road,7,0.5858,600.0,600.0
name,Purdy Ranch Road,7,0.5858,600.0,600.0
name,9S06,6,0.5021,500.0,500.0
name,Berry Creek,6,0.5021,500.0,500.0
name,Charlton Flats Picnic Area,6,0.5021,500.0,500.0
name,Empire Grade & Felton Empire Road,6,0.5021,500.0,500.0
name,James Creek Road,6,0.5021,500.0,500.0
name,Mount Wilson Red Box Road,6,0.5021,500.0,500.0
name,Santa Anita Canyon Avenue,6,0.5021,500.0,500.0
name,Steiger Hill Road,6,0.5021,500.0,500.0
name,Valyermo Road,6,0.5021,500.0,500.0
name,5S07,5,0.4184,400.0,400.0
name,Blue Ridge Road,5,0.4184,400.0,400.0
name,Butts Canyon Road,5,0.4184,400.0,400.0
name,Granite Creek,5,0.4184,400.0,400.0
name,Italian Bar Road,5,0.4184,400.0,400.0
name,Little Basin Cabins and Campground,5,0.4184,400.0,400.0
name,Lower Chiles Valley Road,5,0.4184,400.0,400.0
name,Mill Creek Truck Trail,5,0.4184,400.0,400.0
name,Old School House Gulch Road,5,0.4184,400.0,400.0
name,Ruth Zenia Road,5,0.4184,400.0,400.0
name,Swanton Road,5,0.4184,400.0,400.0
name,106th Street East,4,0.3347,300.0,300.0
name,Anderson Landing Road,4,0.3347,300.0,300.0
name,Barking Dogs,4,0.3347,300.0,300.0
name,Bear Creek,4,0.3347,300.0,300.0
name,Big Basin Way & Hilton Drive,4,0.3347,300.0,300.0
name,Big Creek Road,4,0.3347,300.0,300.0
name,Bonny Doon Road,4,0.3347,300.0,300.0
name,Bonny Doon Trail,4,0.3347,300.0,300.0
name,Bucks Lake Road,4,0.3347,300.0,300.0
name,Capell Valley Road,4,0.3347,300.0,300.0
name,China Grade Road,4,0.3347,300.0,300.0
name,Del Puerto Canyon Road,4,0.3347,300.0,300.0
name,Empire Grade & Pineridge Road,4,0.3347,300.0,300.0
name,Felice Ranch Road,4,0.3347,300.0,300.0
name,Jose Basin Road,4,0.3347,300.0,300.0
name,Mines Road,4,0.3347,300.0,300.0
name,Old Railroad Grade Road,4,0.3347,300.0,300.0
name,Redwood Highway,4,0.3347,300.0,300.0
name,Seaview,4,0.3347,300.0,300.0
name,Spruce Avenue,4,0.3347,300.0,300.0
name,Stanford Way,4,0.3347,300.0,300.0
name,Verde Drive,4,0.3347,300.0,300.0
name,Whitehouse Canyon,4,0.3347,300.0,300.0
name,Whitehouse Canyon Road,4,0.3347,300.0,300.0
name,10W39,3,0.251,200.0,200.0
name,5S84,3,0.251,200.0,200.0
name,Beasore Road,3,0.251,200.0,200.0
name,Big Basin Way & Fallen Leaf Drive,3,0.251,200.0,200.0
name,Big Pines Road,3,0.251,200.0,200.0
name,Buckhorn,3,0.251,200.0,200.0
name,Cherry Glen Road,3,0.251,200.0,200.0
name,County Road 309,3,0.251,200.0,200.0
name,County Route M1,3,0.251,200.0,200.0
name,Crocker Place,3,0.251,200.0,200.0
name,Empire Grade & McGivern Way,3,0.251,200.0,200.0
name,Foothill Drive,3,0.251,200.0,200.0
name,Green Springs,3,0.251,200.0,200.0
name,"Krvavica, Welden, Santos, Cobb/Mahoney",3,0.251,200.0,200.0
name,Land Bank,3,0.251,200.0,200.0
name,Last Chance Road,3,0.251,200.0,200.0
name,Mix Canyon Road,3,0.251,200.0,200.0
name,Monticello Road,3,0.251,200.0,200.0
name,Oat Hill Road,3,0.251,200.0,200.0
name,Old Railroad Grade Bed Road,3,0.251,200.0,200.0
name,Orestimba Wilderness,3,0.251,200.0,200.0
name,Penstock Truck Trail,3,0.251,200.0,200.0
name,Pineridge Road,3,0.251,200.0,200.0
name,Pleasants Valley Road,3,0.251,200.0,200.0
name,Pope Canyon Road,3,0.251,200.0,200.0
name,Ross Creek,3,0.251,200.0,200.0
name,Sage Canyon Road,3,0.251,200.0,200.0
name,Sandhills,3,0.251,200.0,200.0
name,Saw Tooth Canyon Road,3,0.251,200.0,200.0
name,Sharin Woods Road,3,0.251,200.0,200.0
name,Soaring Eagle Trail,3,0.251,200.0,200.0
name,Sturtevant trail,3,0.251,200.0,200.0
name,Swanton View Road,3,0.251,200.0,200.0
name,USFS 8S12,3,0.251,200.0,200.0
name,Upper Mad River Road,3,0.251,200.0,200.0
name,Warnella Truck Trail,3,0.251,200.0,200.0
name,121st Street East,2,0.1674,100.0,100.0
name,23N19,2,0.1674,100.0,100.0
name,23N62X,2,0.1674,100.0,100.0
name,26E38,2,0.1674,100.0,100.0
