key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,hospital,14601,49.4112,2281.8923,14389.845
amenity,drinking_water,2395,8.1049,44.713,780.3374
amenity,school,2086,7.0592,-39.3781,268.7833
amenity,place_of_worship,1917,6.4873,-29.9086,326.3894
amenity,parking,1597,5.4044,-46.6422,224.5935
amenity,pharmacy,986,3.3367,-49.332,208.2306
amenity,restaurant,492,1.665,-65.3032,111.0719
amenity,bank,423,1.4315,-40.5899,261.4115
amenity,fuel,406,1.3739,-51.2019,196.855
amenity,fast_food,313,1.0592,-41.8216,253.9188
building,yes,3682507,95.2301,330.6875,2520.0154
building,house,119650,3.0942,1090.0736,7139.6144
building,residential,24897,0.6438,319.4239,2451.4951
building,collapsed,9529,0.2464,13512.8571,82711.5476
building,apartments,4539,0.1174,98.9045,1110.0022
building,tent,4380,0.1133,5444.3038,33627.8481
building,industrial,3088,0.0799,352.123,2650.4148
building,unclassified,2508,0.0649,13100.0,80200.0
building,construction,2111,0.0546,-84.4939,-5.6712
building,shed,1685,0.0436,1692.5532,10804.6986
emergency,yes,106,61.9883,21.8391,641.1877
emergency,fire_hydrant,18,10.5263,-90.2703,-40.8108
emergency,no,13,7.6023,-92.3077,-53.2051
emergency,emergency_ward_entrance,8,4.6784,-69.2308,87.1795
emergency,defibrillator,7,4.0936,-85.7143,-13.0952
emergency,assembly_point,5,2.924,-88.0952,-27.5794
emergency,destination,5,2.924,-79.1667,26.7361
emergency,ambulance_station,3,1.7544,-89.6552,-37.069
emergency,helipad,2,1.1696,-88.8889,-32.4074
emergency,landing_site,2,1.1696,-90.0,-39.1667
highway,residential,163035,21.8775,-2.5435,492.8605
highway,track,155316,20.8417,483.4122,3449.091
highway,unclassified,138070,18.5275,114.0156,1201.928
highway,path,122616,16.4537,654.4671,4489.6751
highway,road,39735,5.332,1547.3881,9921.6107
highway,service,37975,5.0958,12.5219,584.5079
highway,tertiary,26669,3.5787,-15.0155,416.9893
highway,footway,19277,2.5868,30.2588,692.4077
