key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,school,49,30.8176,4800.0,4800.0
amenity,place_of_worship,45,28.3019,4400.0,4400.0
amenity,fuel,13,8.1761,1200.0,1200.0
amenity,university,11,6.9182,1000.0,1000.0
amenity,restaurant,9,5.6604,800.0,800.0
amenity,police,8,5.0314,700.0,700.0
amenity,cafe,5,3.1447,400.0,400.0
amenity,marketplace,4,2.5157,300.0,300.0
amenity,atm,3,1.8868,200.0,200.0
amenity,bank,3,1.8868,200.0,200.0
amenity,hospital,3,1.8868,200.0,200.0
amenity,grave_yard,1,0.6289,0.0,0.0
amenity,nursing_home,1,0.6289,0.0,0.0
amenity,parking,1,0.6289,0.0,0.0
amenity,pharmacy,1,0.6289,0.0,0.0
amenity,social_facility,1,0.6289,0.0,0.0
amenity,studio,1,0.6289,0.0,0.0
building,yes,279533,99.7207,27953200.0,27953200.0
building,unidentified,474,0.1691,47300.0,47300.0
building,residential,158,0.0564,15700.0,15700.0
building,house,110,0.0392,10900.0,10900.0
building,office,18,0.0064,1700.0,1700.0
building,school,8,0.0029,700.0,700.0
building,mosque,6,0.0021,500.0,500.0
building,no,2,0.0007,100.0,100.0
building,unclassified,2,0.0007,100.0,100.0
building,commercial,1,0.0004,0.0,0.0
building,hospital,1,0.0004,0.0,0.0
building,retail,1,0.0004,0.0,0.0
building,transformer_tower,1,0.0004,0.0,0.0
building,university,1,0.0004,0.0,0.0
emergency,yes,1,100.0,0.0,0.0
highway,unclassified,21977,40.4666,2197600.0,2197600.0
highway,residential,18566,34.1859,1856500.0,1856500.0
highway,track,6401,11.7863,640000.0,640000.0
highway,service,2277,4.1927,227600.0,227600.0
highway,tertiary,1172,2.158,117100.0,117100.0
highway,trunk,1069,1.9684,106800.0,106800.0
highway,primary,965,1.7769,96400.0,96400.0
highway,secondary,868,1.5983,86700.0,86700.0
highway,path,261,0.4806,26000.0,26000.0
highway,cycleway,163,0.3001,16200.0,16200.0
highway,living_street,153,0.2817,15200.0,15200.0
highway,motorway,127,0.2338,12600.0,12600.0
highway,tertiary_link,116,0.2136,11500.0,11500.0
highway,footway,56,0.1031,5500.0,5500.0
highway,crossing,22,0.0405,2100.0,2100.0
highway,pedestrian,22,0.0405,2100.0,2100.0
highway,secondary_link,21,0.0387,2000.0,2000.0
highway,primary_link,17,0.0313,1600.0,1600.0
highway,traffic_signals,16,0.0295,1500.0,1500.0
highway,road,14,0.0258,1300.0,1300.0
highway,mini_roundabout,8,0.0147,700.0,700.0
highway,construction,4,0.0074,300.0,300.0
highway,unclasified,3,0.0055,200.0,200.0
highway,motorway_junction,2,0.0037,100.0,100.0
highway,residentialnn,2,0.0037,100.0,100.0
highway,yes,2,0.0037,100.0,100.0
highway,bridleway,1,0.0018,0.0,0.0
highway,residentialn,1,0.0018,0.0,0.0
highway,resn,1,0.0018,0.0,0.0
highway,services,1,0.0018,0.0,0.0
highway,trunk_link,1,0.0018,0.0,0.0
landuse,residential,24,57.1429,2300.0,2300.0
landuse,cemetery,5,11.9048,400.0,400.0
landuse,grass,3,7.1429,200.0,200.0
landuse,basin,2,4.7619,100.0,100.0
landuse,commercial,2,4.7619,100.0,100.0
landuse,industrial,2,4.7619,100.0,100.0
landuse,aquaculture,1,2.381,0.0,0.0
landuse,farmland,1,2.381,0.0,0.0
landuse,orchard,1,2.381,0.0,0.0
landuse,reservoir,1,2.381,0.0,0.0
leisure,pitch,8,33.3333,700.0,700.0
leisure,park,7,29.1667,600.0,600.0
leisure,garden,3,12.5,200.0,200.0
leisure,sports_centre,2,8.3333,100.0,100.0
leisure,playground,1,4.1667,0.0,0.0
leisure,stadium,1,4.1667,0.0,0.0
leisure,swimming_pool,1,4.1667,0.0,0.0
leisure,water_park,1,4.1667,0.0,0.0
name,Jalan,392,10.8587,39100.0,39100.0
name,Jalan Kebonsari Tawaeli,89,2.4654,8800.0,8800.0
name,Jalan Trans Sulawesi,69,1.9114,6800.0,6800.0
name,Jalan Trans Palu-Donggala,66,1.8283,6500.0,6500.0
name,Jalan Soekarno-Hatta,56,1.5512,5500.0,5500.0
name,Road,55,1.5235,5400.0,5400.0
name,jalan,43,1.1911,4200.0,4200.0
name,Jalan Profesor Mohamad Yamin,39,1.0803,3800.0,3800.0
name,Jl. Trans Sulawesi - Palu,38,1.0526,3700.0,3700.0
name,Jalan Wolter Monginsidi,28,0.7756,2700.0,2700.0
name,jalan re martadinata,28,0.7756,2700.0,2700.0
name,Jalan Sultan Hasanuddin,27,0.7479,2600.0,2600.0
name,Jalan Abdul Rahman Saleh,25,0.6925,2400.0,2400.0
name,Jalan Gawalise,23,0.6371,2200.0,2200.0
name,Jl. Donggala 8,23,0.6371,2200.0,2200.0
name,Jalan BTN Kopri Roviga,22,0.6094,2100.0,2100.0
name,Jalan Untad I,22,0.6094,2100.0,2100.0
name,Jalan Kompleks STQ,21,0.5817,2000.0,2000.0
name,Jalan Tanggul Mas,21,0.5817,2000.0,2000.0
name,Jalan Banteng Lorong,18,0.4986,1700.0,1700.0
name,Jalan Biologi,18,0.4986,1700.0,1700.0
name,Jalan Kompleks Bumi Talise Indah,18,0.4986,1700.0,1700.0
name,Jalan Jenderal Sudirman,17,0.4709,1600.0,1600.0
name,Salo Lariang,17,0.4709,1600.0,1600.0
name,Jalan Pangeran Diponegoro,16,0.4432,1500.0,1500.0
name,Jalan Hang Tuah,15,0.4155,1400.0,1400.0
name,Jalan Setiabudi,15,0.4155,1400.0,1400.0
name,Danau Poso,14,0.3878,1300.0,1300.0
name,Jalan Emy Saelan,14,0.3878,1300.0,1300.0
name,Jalan Pulau Batam,14,0.3878,1300.0,1300.0
name,Jalan Yos Sudarso,14,0.3878,1300.0,1300.0
name,Jl. Lesang,14,0.3878,1300.0,1300.0
name,Sungai,14,0.3878,1300.0,1300.0
name,Binangga Palu,13,0.3601,1200.0,1200.0
name,Jalan I Gusti Ngurah Rai,13,0.3601,1200.0,1200.0
name,Jalan Mohamad Hatta,13,0.3601,1200.0,1200.0
name,Jalan Padat Karya,13,0.3601,1200.0,1200.0
name,Jalan Raja Moili,13,0.3601,1200.0,1200.0
name,Jalan Tanggul Selatan,13,0.3601,1200.0,1200.0
name,Jl. Poros Palu-Palolo,13,0.3601,1200.0,1200.0
name,Jalan Basuki Rahmat,12,0.3324,1100.0,1100.0
name,Jalan Kompleks Mesjid Agung Darussalam,12,0.3324,1100.0,1100.0
name,Jalan Kompleks Teluk Palu,12,0.3324,1100.0,1100.0
name,Kota Poso,12,0.3324,1100.0,1100.0
name,Poso,12,0.3324,1100.0,1100.0
name,Sungai Benggaulu,12,0.3324,1100.0,1100.0
name,Jalan Dewi Sartika,11,0.3047,1000.0,1000.0
name,Jalan Jepang,11,0.3047,1000.0,1000.0
name,Jalan Pulau Irian Jaya,11,0.3047,1000.0,1000.0
name,Jalan Tadulako II,11,0.3047,1000.0,1000.0
name,Jalan Tanggul Mas Lorong,11,0.3047,1000.0,1000.0
name,Jalan Towua,11,0.3047,1000.0,1000.0
name,Jalan BTN PEPABRI,10,0.277,900.0,900.0
name,Jalan Bulu Masomba Lorong 1,10,0.277,900.0,900.0
name,Jalan Buvu Bionga,10,0.277,900.0,900.0
name,Jalan Dewi Sartika Lorong,10,0.277,900.0,900.0
name,Jalan Jenderal Ahmad Yani,10,0.277,900.0,900.0
name,Jalan Kompleks Yonif 711 Raksatama,10,0.277,900.0,900.0
name,Jalan Lekatu,10,0.277,900.0,900.0
name,Jalan Lembu,10,0.277,900.0,900.0
name,Jalan Patimura,10,0.277,900.0,900.0
name,Jalan Perumahan BTN Silae,10,0.277,900.0,900.0
name,Jalan Pulau Sulawesi,10,0.277,900.0,900.0
name,Jalan Sis Aljufri,10,0.277,900.0,900.0
name,Jalan Sisingamangaraja,10,0.277,900.0,900.0
name,Jalan Tadulako,10,0.277,900.0,900.0
name,Jalan Tompi,10,0.277,900.0,900.0
name,SMA Negeri 4 Palu,10,0.277,900.0,900.0
name,jalan pendidikan,10,0.277,900.0,900.0
name,Jalan Brigadir Jenderal Katamso,9,0.2493,800.0,800.0
name,Jalan Eks Lokasi Pameran,9,0.2493,800.0,800.0
name,Jalan Insinyur Haji Juanda,9,0.2493,800.0,800.0
name,Jalan Kalora,9,0.2493,800.0,800.0
name,Jalan Keramik,9,0.2493,800.0,800.0
name,Jalan Manunggal,9,0.2493,800.0,800.0
name,Jalan Pulau Jawa 1,9,0.2493,800.0,800.0
name,Jalan Pulau Kalimantan,9,0.2493,800.0,800.0
name,Jalan Pulau Sabang,9,0.2493,800.0,800.0
name,Jalan Puro Lorong,9,0.2493,800.0,800.0
name,Jalan Rovige,9,0.2493,800.0,800.0
name,Jalan Sam Ratulangi,9,0.2493,800.0,800.0
name,Jalan Sulawesi,9,0.2493,800.0,800.0
name,Jalan Tombolotutu,9,0.2493,800.0,800.0
name,Jl. Bunga Raya,9,0.2493,800.0,800.0
name,Stasiun Geofisika Palu,9,0.2493,800.0,800.0
name,Jalan Anoa 2 Lorong,8,0.2216,700.0,700.0
name,Jalan Antropologi,8,0.2216,700.0,700.0
name,Jalan Bakuku,8,0.2216,700.0,700.0
name,Jalan Basuki Rahmat I,8,0.2216,700.0,700.0
name,Jalan Bulili,8,0.2216,700.0,700.0
name,Jalan Diponegoro,8,0.2216,700.0,700.0
name,Jalan Komplexs Pengawu Permai,8,0.2216,700.0,700.0
name,Jalan Lekatu Lorong 1,8,0.2216,700.0,700.0
name,Jalan Malontara,8,0.2216,700.0,700.0
name,Jalan Miangas,8,0.2216,700.0,700.0
name,Jalan Pramuka,8,0.2216,700.0,700.0
name,Jalan Pulau Nias,8,0.2216,700.0,700.0
name,Jalan Pulau Tabatoki,8,0.2216,700.0,700.0
name,Jalan Samratulangi,8,0.2216,700.0,700.0
name,Jalan Sungai Wera,8,0.2216,700.0,700.0
name,Jalan Venanda,8,0.2216,700.0,700.0
name,Jl. Trans Sulawesi,8,0.2216,700.0,700.0
name,Stasiun Meteorologi Mutiara Sis Aljufri Palu,8,0.2216,700.0,700.0
name,Jalan Agatis,7,0.1939,600.0,600.0
name,Jalan Ahmad Yani,7,0.1939,600.0,600.0
name,Jalan Banteng 2,7,0.1939,600.0,600.0
name,Jalan Dewi Sartika 2,7,0.1939,600.0,600.0
name,Jalan Hayam Wuruk,7,0.1939,600.0,600.0
name,Jalan Jabal Nur,7,0.1939,600.0,600.0
name,Jalan Kampung Nelayan,7,0.1939,600.0,600.0
name,Jalan Kesehatan,7,0.1939,600.0,600.0
name,Jalan Kompleks BTN Pertiwi,7,0.1939,600.0,600.0
name,Jalan Labu,7,0.1939,600.0,600.0
name,Jalan Latjen Soeprapto,7,0.1939,600.0,600.0
name,Jalan Manggis,7,0.1939,600.0,600.0
name,Jalan Mawar,7,0.1939,600.0,600.0
