key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,school,301,26.2424,30000.0,30000.0
amenity,place_of_worship,267,23.2781,26600.0,26600.0
amenity,hospital,89,7.7594,8800.0,8800.0
amenity,drinking_water,54,4.7079,5300.0,5300.0
amenity,parking,44,3.8361,4300.0,4300.0
amenity,kindergarten,32,2.7899,3100.0,3100.0
amenity,pharmacy,32,2.7899,3100.0,3100.0
amenity,toilets,25,2.1796,2400.0,2400.0
amenity,bus_station,24,2.0924,2300.0,2300.0
amenity,university,19,1.6565,1800.0,1800.0
amenity,marketplace,18,1.5693,1700.0,1700.0
amenity,bench,15,1.3078,1400.0,1400.0
amenity,bar,14,1.2206,1300.0,1300.0
amenity,canal,14,1.2206,1300.0,1300.0
amenity,restaurant,13,1.1334,1200.0,1200.0
amenity,bank,12,1.0462,1100.0,1100.0
amenity,police,10,0.8718,900.0,900.0
amenity,college,9,0.7847,800.0,800.0
amenity,money_transfer,8,0.6975,700.0,700.0
amenity,nightclub,8,0.6975,700.0,700.0
amenity,cinema,7,0.6103,600.0,600.0
amenity,clinic,7,0.6103,600.0,600.0
amenity,ferry_terminal,7,0.6103,600.0,600.0
amenity,grave_yard,7,0.6103,600.0,600.0
amenity,studio,7,0.6103,600.0,600.0
amenity,library,6,0.5231,500.0,500.0
amenity,pub,5,0.4359,400.0,400.0
amenity,refugee_site,5,0.4359,400.0,400.0
amenity,taxi,5,0.4359,400.0,400.0
amenity,charging_station,4,0.3487,300.0,300.0
amenity,community_centre,4,0.3487,300.0,300.0
amenity,gambling,4,0.3487,300.0,300.0
amenity,bicycle_parking,3,0.2616,200.0,200.0
amenity,camp,3,0.2616,200.0,200.0
amenity,casino,3,0.2616,200.0,200.0
amenity,courthouse,3,0.2616,200.0,200.0
amenity,fast_food,3,0.2616,200.0,200.0
amenity,market,3,0.2616,200.0,200.0
amenity,shower,3,0.2616,200.0,200.0
amenity,social_centre,3,0.2616,200.0,200.0
amenity,townhall,3,0.2616,200.0,200.0
amenity,cafe,2,0.1744,100.0,100.0
amenity,ctc,2,0.1744,100.0,100.0
amenity,doctors,2,0.1744,100.0,100.0
amenity,fuel,2,0.1744,100.0,100.0
amenity,internet_cafe,2,0.1744,100.0,100.0
amenity,mortuary,2,0.1744,100.0,100.0
amenity,research_institute,2,0.1744,100.0,100.0
amenity,shelter,2,0.1744,100.0,100.0
amenity,theatre,2,0.1744,100.0,100.0
amenity,utc,2,0.1744,100.0,100.0
amenity,waste_basket,2,0.1744,100.0,100.0
amenity,waste_disposal,2,0.1744,100.0,100.0
amenity,water_point,2,0.1744,100.0,100.0
amenity,Bureau de Credit Agricol,1,0.0872,0.0,0.0
amenity,Station Moto,1,0.0872,0.0,0.0
amenity,atm,1,0.0872,0.0,0.0
amenity,bbq,1,0.0872,0.0,0.0
amenity,centre senté,1,0.0872,0.0,0.0
amenity,community_information_kiosk,1,0.0872,0.0,0.0
amenity,cuisine,1,0.0872,0.0,0.0
amenity,dentist,1,0.0872,0.0,0.0
amenity,fountain,1,0.0872,0.0,0.0
amenity,kindergarten 2em cycle,1,0.0872,0.0,0.0
amenity,motorcycle_parking,1,0.0872,0.0,0.0
amenity,no,1,0.0872,0.0,0.0
amenity,parking_entrance,1,0.0872,0.0,0.0
amenity,pawnbroker,1,0.0872,0.0,0.0
amenity,post_office,1,0.0872,0.0,0.0
amenity,professional_school,1,0.0872,0.0,0.0
amenity,security,1,0.0872,0.0,0.0
amenity,social_facility,1,0.0872,0.0,0.0
building,yes,49039,88.5372,4903800.0,4903800.0
building,house,5082,9.1753,508100.0,508100.0
building,hut,389,0.7023,38800.0,38800.0
building,construction,272,0.4911,27100.0,27100.0
building,residential,174,0.3141,17300.0,17300.0
building,detached,74,0.1336,7300.0,7300.0
building,yse,71,0.1282,7000.0,7000.0
building,commercial,52,0.0939,5100.0,5100.0
building,apartments,28,0.0506,2700.0,2700.0
building,school,25,0.0451,2400.0,2400.0
building,roof,21,0.0379,2000.0,2000.0
building,shed,19,0.0343,1800.0,1800.0
building,service,17,0.0307,1600.0,1600.0
building,church,12,0.0217,1100.0,1100.0
building,civic,11,0.0199,1000.0,1000.0
building,hotel,11,0.0199,1000.0,1000.0
building,warehouse,11,0.0199,1000.0,1000.0
building,storage_tank,9,0.0162,800.0,800.0
building,hospital,7,0.0126,600.0,600.0
building,office,7,0.0126,600.0,600.0
building,damaged,6,0.0108,500.0,500.0
building,industrial,6,0.0108,500.0,500.0
building,retail,6,0.0108,500.0,500.0
building,university,6,0.0108,500.0,500.0
building,tent,4,0.0072,300.0,300.0
