key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,school,73,26.259,7200.0,44308.3333
amenity,place_of_worship,40,14.3885,3900.0,24233.3333
amenity,hospital,25,8.9928,2400.0,15108.3333
amenity,pharmacy,20,7.1942,1900.0,12066.6667
amenity,money_transfer,13,4.6763,1200.0,7808.3333
amenity,parking,10,3.5971,900.0,5983.3333
amenity,fuel,9,3.2374,800.0,5375.0
amenity,clinic,8,2.8777,700.0,4766.6667
amenity,bench,6,2.1583,500.0,3550.0
amenity,police,6,2.1583,500.0,3550.0
amenity,restaurant,6,2.1583,500.0,3550.0
amenity,waste_basket,6,2.1583,500.0,3550.0
amenity,community_centre,5,1.7986,400.0,2941.6667
amenity,bank,4,1.4388,300.0,2333.3333
amenity,drinking_water,3,1.0791,200.0,1725.0
amenity,marketplace,3,1.0791,200.0,1725.0
amenity,public_building,3,1.0791,200.0,1725.0
amenity,townhall,3,1.0791,200.0,1725.0
amenity,bus_station,2,0.7194,100.0,1116.6667
amenity,cafe,2,0.7194,100.0,1116.6667
amenity,car_rental;fuel,2,0.7194,100.0,1116.6667
amenity,dentist,2,0.7194,100.0,1116.6667
amenity,gambling,2,0.7194,100.0,1116.6667
amenity,nightclub;bar;restaurant,2,0.7194,100.0,1116.6667
amenity,post_office,2,0.7194,100.0,1116.6667
amenity,refugee_site,2,0.7194,100.0,1116.6667
amenity,social_facility,2,0.7194,100.0,1116.6667
amenity,studio,2,0.7194,100.0,1116.6667
amenity,tap,2,0.7194,100.0,1116.6667
amenity,atm,1,0.3597,0.0,508.3333
amenity,bar;restaurant,1,0.3597,0.0,508.3333
amenity,canal,1,0.3597,0.0,508.3333
amenity,doctors,1,0.3597,0.0,508.3333
amenity,hostel,1,0.3597,0.0,508.3333
amenity,library,1,0.3597,0.0,508.3333
amenity,place_of_worship;dentist,1,0.3597,0.0,508.3333
amenity,shelter,1,0.3597,0.0,508.3333
amenity,shelter_emergency,1,0.3597,0.0,508.3333
amenity,toilets,1,0.3597,0.0,508.3333
amenity,utc,1,0.3597,0.0,508.3333
amenity,vending_machine,1,0.3597,0.0,508.3333
amenity,waste_disposal,1,0.3597,0.0,508.3333
building,yes,204031,99.4153,20403000.0,124118758.3333
building,construction,529,0.2578,52800.0,321708.3333
building,house,474,0.231,47300.0,288250.0
building,building,38,0.0185,3700.0,23016.6667
