key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,53686,7.7649,0.0,0.0
highway,11401,1.649,0.0,0.0
source,7352,1.0634,0.0,0.0
name,3737,0.5405,0.0,0.0
surface,2124,0.3072,0.0,0.0
barrier,1142,0.1652,0.0,0.0
natural,962,0.1391,0.0,0.0
building:levels,918,0.1328,0.0,0.0
addr:country,914,0.1322,0.0,0.0
building_status,909,0.1315,0.0,0.0
operational_status,902,0.1305,0.0,0.0
building:material,850,0.1229,0.0,0.0
colour,836,0.1209,0.0,0.0
smoothness,819,0.1185,0.0,0.0
waterway,799,0.1156,0.0,0.0
amenity,719,0.104,0.0,0.0
place,718,0.1038,0.0,0.0
practicability,712,0.103,0.0,0.0
operational_status_quality,674,0.0975,0.0,0.0
source:haiti,600,0.0868,0.0,0.0
type:haiti,592,0.0856,0.0,0.0
landuse,578,0.0836,0.0,0.0
project,519,0.0751,0.0,0.0
cosmha,473,0.0684,0.0,0.0
wikidata,422,0.061,0.0,0.0
source_type_imagery,397,0.0574,0.0,0.0
addr:street,389,0.0563,0.0,0.0
admin_level,381,0.0551,0.0,0.0
is_in:country,378,0.0547,0.0,0.0
source_date,358,0.0518,0.0,0.0
is_in:country_code,356,0.0515,0.0,0.0
layer,348,0.0503,0.0,0.0
name:oc,337,0.0487,0.0,0.0
water,319,0.0461,0.0,0.0
ref,303,0.0438,0.0,0.0
lanes,284,0.0411,0.0,0.0
addr:city,283,0.0409,0.0,0.0
capital,260,0.0376,0.0,0.0
ford,256,0.037,0.0,0.0
name:ht,246,0.0356,0.0,0.0
ref:IHSI,244,0.0353,0.0,0.0
healthcare,230,0.0333,0.0,0.0
source_type_GPS,230,0.0333,0.0,0.0
source:name,225,0.0325,0.0,0.0
shop,201,0.0291,0.0,0.0
source_type_survey,196,0.0283,0.0,0.0
generator:source,190,0.0275,0.0,0.0
oneway,165,0.0239,0.0,0.0
bridge,160,0.0231,0.0,0.0
name:fr,160,0.0231,0.0,0.0
service,147,0.0213,0.0,0.0
wikipedia,138,0.02,0.0,0.0
note,137,0.0198,0.0,0.0
name:en,134,0.0194,0.0,0.0
source_type_walking_paper,134,0.0194,0.0,0.0
population,132,0.0191,0.0,0.0
building:roof,129,0.0187,0.0,0.0
historic,124,0.0179,0.0,0.0
phone,122,0.0176,0.0,0.0
maxspeed,117,0.0169,0.0,0.0
addr:housenumber,111,0.0161,0.0,0.0
boundary,109,0.0158,0.0,0.0
office,109,0.0158,0.0,0.0
intermittent,105,0.0152,0.0,0.0
alt_name,98,0.0142,0.0,0.0
operator,93,0.0135,0.0,0.0
fixme,91,0.0132,0.0,0.0
source:date,89,0.0129,0.0,0.0
addr:postcode,84,0.0121,0.0,0.0
traffic_calming,83,0.012,0.0,0.0
ele,82,0.0119,0.0,0.0
man_made,82,0.0119,0.0,0.0
material,82,0.0119,0.0,0.0
contact_person,79,0.0114,0.0,0.0
religion,75,0.0108,0.0,0.0
pcode,69,0.01,0.0,0.0
access,65,0.0094,0.0,0.0
operator:type,65,0.0094,0.0,0.0
paho:id,65,0.0094,0.0,0.0
source:health_facility,65,0.0094,0.0,0.0
operator_type,64,0.0093,0.0,0.0
paho:commune,64,0.0093,0.0,0.0
paho:commune_id,64,0.0093,0.0,0.0
paho:department,64,0.0093,0.0,0.0
paho:district_id,64,0.0093,0.0,0.0
paho:region_id,64,0.0093,0.0,0.0
addr:full,63,0.0091,0.0,0.0
building_use,63,0.0091,0.0,0.0
foot,63,0.0091,0.0,0.0
opening_hours,61,0.0088,0.0,0.0
boat,57,0.0082,0.0,0.0
leisure,57,0.0082,0.0,0.0
width,57,0.0082,0.0,0.0
tunnel,55,0.008,0.0,0.0
cosmha_stm,52,0.0075,0.0,0.0
health_facility:type,52,0.0075,0.0,0.0
lit,52,0.0075,0.0,0.0
tracktype,52,0.0075,0.0,0.0
website,50,0.0072,0.0,0.0
dispensing,47,0.0068,0.0,0.0
leaf_type,47,0.0068,0.0,0.0
project:UNICEF_ACTED_MRR_BasArtibonite_Centre,46,0.0067,0.0,0.0
damage_status,43,0.0062,0.0,0.0
humanitarian_use,41,0.0059,0.0,0.0
IOM:project,40,0.0058,0.0,0.0
name:ru,39,0.0056,0.0,0.0
place:area_alternate,39,0.0056,0.0,0.0
is_in:department,38,0.0055,0.0,0.0
name:es,38,0.0055,0.0,0.0
name:hu,38,0.0055,0.0,0.0
denomination,37,0.0054,0.0,0.0
description,36,0.0052,0.0,0.0
id:db_shelter,36,0.0052,0.0,0.0
sidewalk,36,0.0052,0.0,0.0
2010_use,33,0.0048,0.0,0.0
court,33,0.0048,0.0,0.0
futur_use,33,0.0048,0.0,0.0
tourism,33,0.0048,0.0,0.0
2008_use,32,0.0046,0.0,0.0
2009_use,32,0.0046,0.0,0.0
crossing,32,0.0046,0.0,0.0
paho:type,32,0.0046,0.0,0.0
official_name,31,0.0045,0.0,0.0
type,31,0.0045,0.0,0.0
country,30,0.0043,0.0,0.0
diplomatic,30,0.0043,0.0,0.0
floodable,29,0.0042,0.0,0.0
kitchen,29,0.0042,0.0,0.0
prac,29,0.0042,0.0,0.0
sport,29,0.0042,0.0,0.0
toilet,29,0.0042,0.0,0.0
source:name:ht,28,0.004,0.0,0.0
brand,27,0.0039,0.0,0.0
construction,27,0.0039,0.0,0.0
is_in:arrondissement,27,0.0039,0.0,0.0
hfac_type,26,0.0038,0.0,0.0
is_in,26,0.0038,0.0,0.0
noname,26,0.0038,0.0,0.0
power,26,0.0038,0.0,0.0
source:population,26,0.0038,0.0,0.0
brand:wikidata,25,0.0036,0.0,0.0
flooded,25,0.0036,0.0,0.0
barrier:obstacle_type,24,0.0035,0.0,0.0
brand:wikipedia,24,0.0035,0.0,0.0
height,24,0.0035,0.0,0.0
loc_name,24,0.0035,0.0,0.0
short_name,24,0.0035,0.0,0.0
target,24,0.0035,0.0,0.0
capital:Department,23,0.0033,0.0,0.0
pcode:2,23,0.0033,0.0,0.0
source:imagery,23,0.0033,0.0,0.0
court_area,22,0.0032,0.0,0.0
source:is_in,22,0.0032,0.0,0.0
source:name:fr,22,0.0032,0.0,0.0
toilets:disposal,22,0.0032,0.0,0.0
check_date:surface,21,0.003,0.0,0.0
number_building,21,0.003,0.0,0.0
building:use,20,0.0029,0.0,0.0
canal_base_material,20,0.0029,0.0,0.0
condition,20,0.0029,0.0,0.0
haiti:type,20,0.0029,0.0,0.0
rehabilitation_need,20,0.0029,0.0,0.0
tap,20,0.0029,0.0,0.0
FIXME,19,0.0027,0.0,0.0
canal_type,19,0.0027,0.0,0.0
source:geometry,19,0.0027,0.0,0.0
area,18,0.0026,0.0,0.0
canal_shape,18,0.0026,0.0,0.0
tap_status,18,0.0026,0.0,0.0
toilet_good,18,0.0026,0.0,0.0
embankment,17,0.0025,0.0,0.0
embassy,17,0.0025,0.0,0.0
generator,17,0.0025,0.0,0.0
hfac_bed,17,0.0025,0.0,0.0
tank,17,0.0025,0.0,0.0
toilet_bad,17,0.0025,0.0,0.0
bicycle,16,0.0023,0.0,0.0
fhrs:id,16,0.0023,0.0,0.0
kitchen_equiped,16,0.0023,0.0,0.0
old_name,16,0.0023,0.0,0.0
public_transport,16,0.0023,0.0,0.0
school_type,16,0.0023,0.0,0.0
status,16,0.0023,0.0,0.0
warehouse_unit,16,0.0023,0.0,0.0
boundary_admin_level2_name,15,0.0022,0.0,0.0
boundary_admin_level3_name,15,0.0022,0.0,0.0
building_concrete,15,0.0022,0.0,0.0
parking,15,0.0022,0.0,0.0
project:cosmhastm,15,0.0022,0.0,0.0
school_district,15,0.0022,0.0,0.0
border_type,14,0.002,0.0,0.0
noexit,14,0.002,0.0,0.0
tactile_paving,14,0.002,0.0,0.0
cuisine,13,0.0019,0.0,0.0
cutting,13,0.0019,0.0,0.0
email,13,0.0019,0.0,0.0
level,13,0.0019,0.0,0.0
residential,13,0.0019,0.0,0.0
source:alt_name,13,0.0019,0.0,0.0
id:uuid,12,0.0017,0.0,0.0
internet_access,12,0.0017,0.0,0.0
motorcycle,12,0.0017,0.0,0.0
name:de,12,0.0017,0.0,0.0
usage,12,0.0017,0.0,0.0
bus,11,0.0016,0.0,0.0
canal_roof,11,0.0016,0.0,0.0
crossing:island,11,0.0016,0.0,0.0
disability_access,11,0.0016,0.0,0.0
gender_access,11,0.0016,0.0,0.0
postal_code,11,0.0016,0.0,0.0
railway,11,0.0016,0.0,0.0
shower,11,0.0016,0.0,0.0
tank_open,11,0.0016,0.0,0.0
date,10,0.0014,0.0,0.0
drinking_water,10,0.0014,0.0,0.0
lane_markings,10,0.0014,0.0,0.0
maxspeed:type,10,0.0014,0.0,0.0
source:maxspeed,10,0.0014,0.0,0.0
source_ref,10,0.0014,0.0,0.0
studio,10,0.0014,0.0,0.0
unisex,10,0.0014,0.0,0.0
addr:state,9,0.0013,0.0,0.0
building_metal,9,0.0013,0.0,0.0
canal_banks_barriers,9,0.0013,0.0,0.0
cosmha:project,9,0.0013,0.0,0.0
crossing_ref,9,0.0013,0.0,0.0
density,9,0.0013,0.0,0.0
