key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,55388,6.8534,3.1703,3.1703
highway,27006,3.3416,136.874,136.874
source,14292,1.7684,94.3961,94.3961
name,5778,0.7149,54.616,54.616
surface,4354,0.5387,104.9906,104.9906
operational_status,2474,0.3061,174.2794,174.2794
practicability,2425,0.3001,240.5899,240.5899
operational_status_quality,2351,0.2909,248.8131,248.8131
addr:street,2077,0.257,433.9332,433.9332
source:haiti,2059,0.2548,243.1667,243.1667
smoothness,2023,0.2503,147.0085,147.0085
type:haiti,1995,0.2469,236.9932,236.9932
addr:housenumber,1913,0.2367,1623.4234,1623.4234
amenity,1147,0.1419,59.5271,59.5271
ref,1078,0.1334,255.7756,255.7756
addr:country,1055,0.1305,15.4267,15.4267
building:levels,939,0.1162,2.2876,2.2876
waterway,808,0.1,1.1264,1.1264
addr:city,702,0.0869,148.0565,148.0565
project,677,0.0838,30.4432,30.4432
building_status,674,0.0834,-25.8526,-25.8526
building:material,669,0.0828,-21.2941,-21.2941
building:roof,652,0.0807,405.4264,405.4264
cosmha,628,0.0777,32.7696,32.7696
fixme,597,0.0739,556.044,556.044
barrier,545,0.0674,-52.2767,-52.2767
IOM:project,541,0.0669,1252.5,1252.5
natural,337,0.0417,-64.9688,-64.9688
sidewalk,334,0.0413,827.7778,827.7778
place,328,0.0406,-54.3175,-54.3175
generator:source,326,0.0403,71.5789,71.5789
lanes,323,0.04,13.7324,13.7324
source:name,312,0.0386,38.6667,38.6667
source_type_imagery,308,0.0381,-22.4181,-22.4181
source_date,302,0.0374,-15.6425,-15.6425
landuse,294,0.0364,-49.1349,-49.1349
shop,294,0.0364,46.2687,46.2687
ford,283,0.035,10.5469,10.5469
operator:type,278,0.0344,327.6923,327.6923
layer,274,0.0339,-21.2644,-21.2644
religion,274,0.0339,265.3333,265.3333
lit,271,0.0335,421.1538,421.1538
addr:ward,262,0.0324,13000.0,13000.0
addr:full,260,0.0322,312.6984,312.6984
source_type_GPS,239,0.0296,3.913,3.913
source_type_survey,239,0.0296,21.9388,21.9388
maxspeed,234,0.029,100.0,100.0
note,228,0.0282,66.4234,66.4234
wikidata,219,0.0271,-48.1043,-48.1043
operator_type,211,0.0261,229.6875,229.6875
opening_hours,201,0.0249,229.5082,229.5082
denomination,186,0.023,402.7027,402.7027
is_in:country,179,0.0221,-52.6455,-52.6455
phone,178,0.022,45.9016,45.9016
haiti:type,175,0.0217,775.0,775.0
is_in:country_code,174,0.0215,-51.1236,-51.1236
school:first_cycle,170,0.021,16900.0,16900.0
area,169,0.0209,838.8889,838.8889
source_type_walking_paper,169,0.0209,26.1194,26.1194
name:ht,167,0.0207,-32.1138,-32.1138
access,161,0.0199,147.6923,147.6923
operator,161,0.0199,73.1183,73.1183
oneway,158,0.0196,-4.2424,-4.2424
capacity:seats,155,0.0192,15400.0,15400.0
name:fr,153,0.0189,-4.375,-4.375
name:en,137,0.017,2.2388,2.2388
bridge,135,0.0167,-15.625,-15.625
service,128,0.0158,-12.9252,-12.9252
description,127,0.0157,252.7778,252.7778
contact_person,122,0.0151,54.4304,54.4304
alt_name,120,0.0148,22.449,22.449
office,119,0.0147,9.1743,9.1743
capacity,118,0.0146,1866.6667,1866.6667
man_made,118,0.0146,43.9024,43.9024
school:second_cycle,117,0.0145,11600.0,11600.0
admin_level,111,0.0137,-70.8661,-70.8661
school:preschool_cycle,106,0.0131,10500.0,10500.0
kitchen,104,0.0129,258.6207,258.6207
survey_information_access,104,0.0129,10300.0,10300.0
aeroway,95,0.0118,1483.3333,1483.3333
tracktype,94,0.0116,80.7692,80.7692
foot,91,0.0113,44.4444,44.4444
World_Concern:project,88,0.0109,8700.0,8700.0
