key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,205231,12.679,282.2803,2225.5385
highway,10662,0.6587,-6.4819,468.9019
source,5814,0.3592,-20.9195,381.0732
surface,2051,0.1267,-3.4369,487.4255
name,1673,0.1034,-55.2315,172.3419
waterway,1102,0.0681,37.9224,739.028
landuse,992,0.0613,71.6263,944.06
addr:country,703,0.0434,-23.0853,367.8975
source:haiti,620,0.0383,3.3333,528.6111
type:haiti,608,0.0376,2.7027,524.7748
natural,482,0.0298,-49.896,204.799
place,428,0.0264,-40.39,262.6277
ref,320,0.0198,5.6106,542.4642
layer,295,0.0182,-15.2299,415.6849
survey_date,294,0.0182,29300.0,178750.0
smoothness,293,0.0181,-64.2247,117.6333
ford,290,0.0179,13.2812,589.1276
amenity,278,0.0172,-61.3352,135.2109
intermittent,275,0.017,161.9048,1493.254
practicability,275,0.017,-61.3764,134.9602
building:levels,265,0.0164,-71.1329,75.6082
operational_status,264,0.0163,-70.7317,78.0488
area,227,0.014,1161.1111,7571.7593
operational_status_quality,216,0.0133,-67.9525,94.9555
source:date,208,0.0129,133.7079,1321.7228
source:name,205,0.0127,-8.8889,454.2593
mapillary,201,0.0124,20000.0,122175.0
barrier,192,0.0119,-83.1874,2.2767
lanes,181,0.0112,-36.2676,287.7054
admin_level,179,0.0111,-53.0184,185.8049
boundary,176,0.0109,61.4679,882.263
genus,170,0.0105,16900.0,103316.6667
height,158,0.0098,558.3333,3904.8611
fixme,130,0.008,42.8571,769.0476
addr:street,109,0.0067,-71.9794,70.4584
shop,102,0.0063,-49.2537,208.7065
project,100,0.0062,-80.7322,17.2126
addr:city,99,0.0061,-65.0177,112.8092
material,84,0.0052,2.439,523.1707
note,80,0.0049,-41.6058,255.2311
building_status,79,0.0049,-91.3091,-47.1305
cosmha,77,0.0048,-83.7209,-0.969
description,77,0.0048,113.8889,1201.1574
surface_condition,73,0.0045,942.8571,6244.0476
source:lca,68,0.0042,1033.3333,6794.4444
maxspeed,66,0.0041,-43.5897,243.1624
source:lca:date,66,0.0041,1550.0,9937.5
source:image,64,0.004,6300.0,38833.3333
colour,60,0.0037,-92.823,-56.3397
damage,60,0.0037,5900.0,36400.0
damage:assessment,60,0.0037,5900.0,36400.0
damage:event,60,0.0037,5900.0,36400.0
damage:structure,60,0.0037,5900.0,36400.0
source:damage,60,0.0037,5900.0,36400.0
source_type_imagery,55,0.0034,-86.1461,-15.7221
source_date,54,0.0033,-84.9162,-8.2402
lit,52,0.0032,0.0,508.3333
service,52,0.0032,-64.6259,115.1927
building:material,50,0.0031,-94.1176,-64.2157
power,46,0.0028,76.9231,976.2821
man_made,45,0.0028,-45.122,233.8415
phone,44,0.0027,-63.9344,119.3989
contact_person,42,0.0026,-46.8354,223.4177
operator,41,0.0025,-55.914,168.19
sidewalk,39,0.0024,8.3333,559.0278
healthcare,38,0.0023,-83.4783,0.5072
crossing,37,0.0023,15.625,603.3854
opening_hours,37,0.0023,-39.3443,268.9891
wikidata,37,0.0023,-91.2322,-46.6627
bridge,36,0.0022,-77.5,36.875
light:count,34,0.0021,3300.0,20583.3333
light:direction,34,0.0021,3300.0,20583.3333
religion,34,0.0021,-54.6667,175.7778
support,34,0.0021,3300.0,20583.3333
water,34,0.0021,-89.3417,-35.162
building:roof,33,0.002,-74.4186,55.6202
humanitarian_use,32,0.002,-21.9512,374.7967
damage_status,31,0.0019,-27.907,338.5659
oneway,31,0.0019,-81.2121,14.2929
source:smoothness,31,0.0019,3000.0,18758.3333
source:surface,31,0.0019,3000.0,18758.3333
tunnel,31,0.0019,-43.6364,242.8788
source_type_GPS,29,0.0018,-87.3913,-23.2971
boat,28,0.0017,-50.8772,198.8304
alt_name,27,0.0017,-72.449,67.602
source2,27,0.0017,2600.0,16325.0
futur_use,26,0.0016,-21.2121,379.2929
FIXME,25,0.0015,31.5789,700.4386
prac,25,0.0015,-13.7931,424.4253
residential,25,0.0015,92.3077,1069.8718
building_use,24,0.0015,-61.9048,131.746
addr:full,23,0.0014,-63.4921,122.0899
addr:housenumber,23,0.0014,-79.2793,26.0511
court,23,0.0014,-30.303,323.9899
kitchen,23,0.0014,-20.6897,382.4713
leaf_type,23,0.0014,-51.0638,197.695
name:en,23,0.0014,-82.8358,4.4154
width,23,0.0014,-59.6491,145.4678
construction,22,0.0014,-18.5185,395.679
denomination,22,0.0014,-40.5405,261.7117
