key,value,count,percent_of_total_changes_for_key
amenity,hospital,321,34.7027
amenity,school,127,13.7297
amenity,place_of_worship,105,11.3514
amenity,fuel,55,5.9459
amenity,grave_yard,53,5.7297
amenity,parking,52,5.6216
amenity,embassy,26,2.8108
amenity,police,26,2.8108
amenity,dispensary,25,2.7027
amenity,public_building,24,2.5946
amenity,clinic,20,2.1622
amenity,fountain,16,1.7297
amenity,post_office,8,0.8649
amenity,university,8,0.8649
amenity,camp,7,0.7568
amenity,bank,6,0.6486
amenity,drinking_water,6,0.6486
amenity,airport,4,0.4324
amenity,college,4,0.4324
amenity,studio,4,0.4324
amenity,telephone,4,0.4324
amenity,bar,2,0.2162
amenity,fast_food,2,0.2162
amenity,market,2,0.2162
amenity,marketplace,2,0.2162
amenity,prison,2,0.2162
amenity,telegraph_office,2,0.2162
amenity,townhall,2,0.2162
amenity,bus_station,1,0.1081
amenity,cinema,1,0.1081
amenity,courthouse,1,0.1081
amenity,harbor,1,0.1081
amenity,library,1,0.1081
amenity,logistic_base,1,0.1081
amenity,nightclub,1,0.1081
amenity,pharmacy,1,0.1081
amenity,pub,1,0.1081
amenity,radio or tv station;studio,1,0.1081
building,yes,19517,73.284
building,collapsed,6406,24.0538
building,collapse,369,1.3856
building,<different>,176,0.6609
building,undefined,93,0.3492
building,tank,33,0.1239
building,container,8,0.03
building,collasped,5,0.0188
building,"was marked as building, but looks more like a camp",5,0.0188
building,risky,4,0.015
building,hangar,3,0.0113
building,y,3,0.0113
building,exhibition_airplane,2,0.0075
building,"GeoEye,13/01/2010",1,0.0038
building,Partial Collapse,1,0.0038
building,church,1,0.0038
building,colapsed,1,0.0038
building,colllapse,1,0.0038
building,colllapsed,1,0.0038
building,monument,1,0.0038
building,partially_collapsed,1,0.0038
highway,unclassified,14970,26.1024
highway,track,13570,23.6613
highway,residential,10878,18.9674
highway,path,4669,8.1411
highway,service,3682,6.4201
highway,footway,2784,4.8543
highway,road,2540,4.4289
highway,primary,1389,2.4219
highway,secondary,1109,1.9337
highway,tertiary,1075,1.8744
highway,ford,319,0.5562
highway,pedestrian,170,0.2964
highway,living_street,46,0.0802
highway,turning_circle,23,0.0401
highway,obstacle,14,0.0244
highway,secondary_link,13,0.0227
highway,primary_link,11,0.0192
highway,undefined,11,0.0192
highway,trail,10,0.0174
highway,unclassified; residential,7,0.0122
highway,mini_roundabout,6,0.0105
highway,raceway,6,0.0105
highway,steps,6,0.0105
highway,trak,5,0.0087
highway,gate,3,0.0052
highway,residential; unclassified,3,0.0052
highway,tertiary_link,3,0.0052
highway,bridleway,2,0.0035
highway,pah,2,0.0035
highway,residentia,2,0.0035
highway,residential;unclassified,2,0.0035
highway,stream,2,0.0035
highway,tertiary; residential,2,0.0035
highway,trunk,2,0.0035
highway, track,1,0.0017
highway,Path,1,0.0017
highway,Sentier menant à une batisse isolée,1,0.0017
highway,bus_stop,1,0.0017
highway,footway; pedestrian,1,0.0017
highway,path;track,1,0.0017
highway,r,1,0.0017
highway,re,1,0.0017
highway,residential; road,1,0.0017
highway,road; residential,1,0.0017
highway,ter,1,0.0017
highway,tra,1,0.0017
highway,track; unclassified,1,0.0017
highway,unclassified/waterway?,1,0.0017
highway,unclassified; road,1,0.0017
landuse,residential,4344,75.7983
landuse,farmland,275,4.7985
landuse,industrial,237,4.1354
landuse,forest,205,3.577
landuse,cemetery,153,2.6697
landuse,farm,139,2.4254
landuse,greenfield,118,2.059
landuse,grass,48,0.8376
landuse,farmyard,45,0.7852
landuse,quarry,35,0.6107
landuse,meadow,26,0.4537
landuse,orchard,16,0.2792
landuse,basin,15,0.2617
landuse,recreation_ground,14,0.2443
landuse,village_green,10,0.1745
landuse,commercial,8,0.1396
landuse,unknown,7,0.1221
landuse,residental,5,0.0872
landuse,landfill,3,0.0523
landuse,military,3,0.0523
landuse,reservoir,3,0.0523
landuse,retail,3,0.0523
landuse,scrub,3,0.0523
landuse,Est-ce une installation de traitement des eaux ?,2,0.0349
landuse,allotments,2,0.0349
landuse,brownfield,2,0.0349
landuse,construction,2,0.0349
landuse,residentialX,2,0.0349
landuse,wood,2,0.0349
landuse,Ceci semble être une zone habitée,1,0.0174
landuse,park,1,0.0174
landuse,pitch,1,0.0174
landuse,residential-FIXME,1,0.0174
name,Nationale No 2,614,5.6042
name,Nationale No 3,209,1.9076
name,Nationale No 1,137,1.2505
name,R9,124,1.1318
name,Boulevard Jean-Jacques Dessalines,92,0.8397
name,Boulevard Henri Truman,85,0.7758
name,Route de Tabarre,73,0.6663
name,Route des Dalles,69,0.6298
name,Rue Metellus,64,0.5842
name,Route de Kenscoff,62,0.5659
name,Riviere Froide,55,0.502
name,Route de Delmas,51,0.4655
name,refugee camp,41,0.3742
name,Avenue Hailé Sélassié,40,0.3651
name,Rue Oswald Durand,38,0.3468
name,Boulevard la Saline,36,0.3286
name,Rivière de l'Artibonite,36,0.3286
name,CARREFOUR,35,0.3195
name,Grande Riviere De Jacmel,35,0.3195
name,102,34,0.3103
name,Port-au-Prince,33,0.3012
name,ANSE-A-GALET,32,0.2921
name,Avenue Monseigneur Guilloux,32,0.2921
name,Nationale No 4,30,0.2738
name,Bd Toussaint Louverture,29,0.2647
name,KENSCOFF,29,0.2647
name,Delmas 105 (Rte de Freres),27,0.2464
name,LEOGANE,27,0.2464
name,ARCAHAIE,26,0.2373
name,Avenue Christophe,26,0.2373
name,Rue Alerte,26,0.2373
name,JACMEL,25,0.2282
name,Avenue Mais Gate,24,0.2191
name,Avenue Mais Gaté,23,0.2099
name,POINTE A RAQUETTE,23,0.2099
name,THOMAZEAU,23,0.2099
name,Avenue John Brown,22,0.2008
name,Rivière Grise,22,0.2008
name,Unknown SAR zone,22,0.2008
name,Rue Soleil 9,21,0.1917
name,GRAND-GOAVE,20,0.1825
name,Route du Canapé Vert,20,0.1825
name,Rue Chretien,20,0.1825
name,BOUCAN CARRE,19,0.1734
name,Boulevard Harry Truman,19,0.1734
name,Etang Saumâtre,19,0.1734
name,PETION-VILLE,19,0.1734
name,CABARET,18,0.1643
name,DELMAS,18,0.1643
name,PETITE RIVIERE DE L'ARTI,18,0.1643
name,Rue Grégoire,18,0.1643
name,Ruelle Faustin,18,0.1643
name,Carrefour,17,0.1552
name,Delmas 33,17,0.1552
name,MIREBALAIS,17,0.1552
name,Rue du Quai,17,0.1552
name,SAUT-D'EAU,17,0.1552
name,CROIX-DES-BOUQUES,16,0.146
name,Clercine,16,0.146
name,Léogâne,16,0.146
name,Route des Dalle,16,0.146
name,Rue Magny,16,0.146
name,Avenida Martin Luther King,15,0.1369
name,LA CHAPELLE,15,0.1369
name,MIRAGOANE,15,0.1369
name,PETIT-GOAVE,15,0.1369
name,PORT-AU-PRINCE,15,0.1369
name,Riviere Grise,15,0.1369
name,Avenue Lamartinière,14,0.1278
name,Delmas 31,14,0.1278
name,Impasse Inginac,14,0.1278
name,R. Fragneauville,14,0.1278
name,Rue M Latortue,14,0.1278
name,Rue Marcadieu,14,0.1278
name,avenue Lamartinière,14,0.1278
name,Avenue Pan-Américaine,13,0.1187
name,Delmas 32,13,0.1187
name,GRESSIER,13,0.1187
name,Gressier,13,0.1187
name,Lac de Péligre,13,0.1187
name,Rue Archile,13,0.1187
name,Rue Républicaine,13,0.1187
name,Wadi,13,0.1187
name,rue Capois,13,0.1187
name,Avenue Jean Paul II,12,0.1095
name,CORNILLON / GRD BOIS,12,0.1095
name,DESSALINES / MARCHANDES,12,0.1095
name,Rue Lambert,12,0.1095
name,Rue Louverture,12,0.1095
name,Rue Ogé,12,0.1095
name,Ruelle Malet,12,0.1095
name,Ruelle Muller,12,0.1095
name,VERRETTES,12,0.1095
name,Avenue Monsseigneur Guilloux,11,0.1004
name,Avenue N,11,0.1004
name,Delmas 48,11,0.1004
name,Rue Carre,11,0.1004
name,Rue Dessalines,11,0.1004
name,Rue Fernand,11,0.1004
name,Rue Fouchard,11,0.1004
name,Rue Lisius,11,0.1004
name,Rue Maurepas,11,0.1004
name,Rue des Remparts,11,0.1004
name,Shodecosa Industrial Park,11,0.1004
name,Valerio Canez,11,0.1004
name,Avenue Ovide,10,0.0913
name,Darboun,10,0.0913
name,Delmas 60,10,0.0913
name,Delmas 83,10,0.0913
name,Nursing School (FSIL),10,0.0913
name,Rue Audain,10,0.0913
name,Rue Cameau,10,0.0913
name,Rue Carl Brouard,10,0.0913
name,Rue Charles Summer,10,0.0913
name,Rue Darguin,10,0.0913
name,Rue Fort Mercredi,10,0.0913
name,Rue Lysius Salomon,10,0.0913
name,Rue Malval,10,0.0913
name,Rue St Paul,10,0.0913
name,SAINT-MARC,10,0.0913
name,Avenue Ambroise,9,0.0821
name,Avenue Martin Luther King,9,0.0821
name,Basilique Notre-Dame,9,0.0821
name,Corridor Brea,9,0.0821
name,Delmas 19,9,0.0821
name,Galette Millet,9,0.0821
name,Rivière Pouillone,9,0.0821
name,Rue Barthelemy,9,0.0821
name,Rue Benoit,9,0.0821
name,Rue Bouckmann,9,0.0821
name,Rue Courbe,9,0.0821
name,Rue Macajoux,9,0.0821
name,Rue Pierre Anselme,9,0.0821
name,Rue St. Martin,9,0.0821
name,Rue Thimmer,9,0.0821
name,Rue Tiremasse,9,0.0821
name,Rue du Centre,9,0.0821
name,Ruelle Balmir,9,0.0821
name,Ruelle Melisse Souchet,9,0.0821
name,Santo,9,0.0821
name,Étang Saumâtre,9,0.0821
name,Avenue H. Christophe,8,0.073
name,Boulevard des Industries,8,0.073
name,Delmas,8,0.073
name,Kenscoff,8,0.073
name,LASCAHOBAS,8,0.073
name,La Hatte,8,0.073
name,R Brouard,8,0.073
name,Rivière Gauche,8,0.073
name,Route Lillavois,8,0.073
name,Rue Bathier,8,0.073
name,Rue Bornéo,8,0.073
name,Rue Dantes,8,0.073
name,Rue Duncombe,8,0.073
name,Rue Hubert,8,0.073
name,Rue Nazon 1ère,8,0.073
name,Rue Ovide 15,8,0.073
name,Rue Saint-Honoré,8,0.073
name,Rue Seneque,8,0.073
name,Rue Théodule,8,0.073
name,Rue Titus,8,0.073
name,Rue Toussaint Louverture,8,0.073
name,Rue du Travail 3ème,8,0.073
name,Ruelle Archille,8,0.073
name,Ruelle Boisson,8,0.073
name,Ruelle Butte,8,0.073
name,Ruelle Crepsac,8,0.073
