key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,school,3436,13.3142,0.0,0.0
amenity,parking,2989,11.5821,0.0,0.0
amenity,place_of_worship,2733,10.5901,0.0,0.0
amenity,pharmacy,1939,7.5135,0.0,0.0
amenity,drinking_water,1646,6.3781,0.0,0.0
amenity,restaurant,1414,5.4791,0.0,0.0
amenity,toilets,947,3.6695,0.0,0.0
amenity,fuel,827,3.2046,0.0,0.0
amenity,bank,705,2.7318,0.0,0.0
amenity,hospital,606,2.3482,0.0,0.0
amenity,bench,557,2.1583,0.0,0.0
amenity,fast_food,530,2.0537,0.0,0.0
amenity,cafe,500,1.9375,0.0,0.0
amenity,gambling,381,1.4763,0.0,0.0
amenity,bicycle_parking,377,1.4608,0.0,0.0
amenity,shelter,324,1.2555,0.0,0.0
amenity,library,295,1.1431,0.0,0.0
amenity,recycling,292,1.1315,0.0,0.0
amenity,bar,238,0.9222,0.0,0.0
amenity,grave_yard,216,0.837,0.0,0.0
amenity,police,213,0.8254,0.0,0.0
amenity,waste_basket,212,0.8215,0.0,0.0
amenity,college,211,0.8176,0.0,0.0
amenity,clinic,209,0.8099,0.0,0.0
amenity,Convenience Store;Gas Station,199,0.7711,0.0,0.0
building,yes,855028,95.1815,0.0,0.0
building,construction,13604,1.5144,0.0,0.0
building,house,10049,1.1187,0.0,0.0
building,residential,5928,0.6599,0.0,0.0
building,commercial,3011,0.3352,0.0,0.0
building,apartments,2273,0.253,0.0,0.0
building,school,1399,0.1557,0.0,0.0
building,church,681,0.0758,0.0,0.0
building,industrial,674,0.075,0.0,0.0
building,roof,584,0.065,0.0,0.0
building,retail,535,0.0596,0.0,0.0
building,unidentified,474,0.0528,0.0,0.0
building,hospital,275,0.0306,0.0,0.0
building,storage_tank,256,0.0285,0.0,0.0
building,office,239,0.0266,0.0,0.0
building,greenhouse,189,0.021,0.0,0.0
building,mosque,162,0.018,0.0,0.0
building,detached,156,0.0174,0.0,0.0
building,service,125,0.0139,0.0,0.0
building,hotel,112,0.0125,0.0,0.0
building,warehouse,105,0.0117,0.0,0.0
building,public,100,0.0111,0.0,0.0
building,building_concrete,86,0.0096,0.0,0.0
building,university,85,0.0095,0.0,0.0
building,shed,83,0.0092,0.0,0.0
emergency,fire_hydrant,171,30.0,0.0,0.0
emergency,no,158,27.7193,0.0,0.0
emergency,yes,79,13.8596,0.0,0.0
emergency,phone,63,11.0526,0.0,0.0
emergency,defibrillator,33,5.7895,0.0,0.0
emergency,assembly_point,25,4.386,0.0,0.0
emergency,ambulance_station,15,2.6316,0.0,0.0
emergency,emergency_ward_entrance,9,1.5789,0.0,0.0
emergency,destination,7,1.2281,0.0,0.0
emergency,landing_site,3,0.5263,0.0,0.0
emergency,fire_lookout,3,0.5263,0.0,0.0
emergency,designated,1,0.1754,0.0,0.0
emergency,emergency_ward,1,0.1754,0.0,0.0
emergency,hostel,1,0.1754,0.0,0.0
emergency,evacuation contraflow,1,0.1754,0.0,0.0
highway,residential,167289,39.3868,0.0,0.0
highway,unclassified,64512,15.1888,0.0,0.0
highway,service,33746,7.9452,0.0,0.0
highway,tertiary,31380,7.3882,0.0,0.0
highway,track,26620,6.2675,0.0,0.0
highway,path,16250,3.8259,0.0,0.0
highway,secondary,15062,3.5462,0.0,0.0
highway,footway,14795,3.4834,0.0,0.0
highway,primary,9414,2.2164,0.0,0.0
highway,trunk,6739,1.5866,0.0,0.0
highway,crossing,6110,1.4385,0.0,0.0
highway,bus_stop,4277,1.007,0.0,0.0
highway,cycleway,3210,0.7558,0.0,0.0
highway,living_street,2646,0.623,0.0,0.0
highway,turning_circle,2579,0.6072,0.0,0.0
highway,road,2405,0.5662,0.0,0.0
highway,platform,2255,0.5309,0.0,0.0
highway,motorway,2048,0.4822,0.0,0.0
highway,turning_loop,1771,0.417,0.0,0.0
highway,traffic_signals,1693,0.3986,0.0,0.0
