key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,68761,11.4804,-80.1712,-80.1712
source,14121,2.3577,-77.4562,-77.4562
highway,8799,1.4691,-70.3558,-70.3558
project,5032,0.8401,77.433,77.433
cosmha,4963,0.8286,82.2622,82.2622
name,4770,0.7964,-61.6683,-61.6683
barrier,4273,0.7134,-46.0071,-46.0071
surface,3729,0.6226,-52.2535,-52.2535
building_status,2541,0.4242,186.4713,186.4713
building:levels,2319,0.3872,-40.9322,-40.9322
smoothness,2314,0.3863,-32.9275,-32.9275
building:roof,2312,0.386,-42.1277,-42.1277
building:material,2260,0.3773,-46.4455,-46.4455
practicability,1474,0.2461,-10.122,-10.122
operational_status,1463,0.2443,-65.6653,-65.6653
source_date,1348,0.2251,79.9733,79.9733
source:haiti,1312,0.2191,-32.2314,-32.2314
operational_status_quality,1302,0.2174,-61.5021,-61.5021
type:haiti,1298,0.2167,-32.4662,-32.4662
source_type_imagery,1273,0.2125,80.8239,80.8239
addr:country,1216,0.203,-59.2903,-59.2903
addr:street,1153,0.1925,-19.3706,-19.3706
source_type_survey,1150,0.192,340.613,340.613
source_type_GPS,1146,0.1913,433.0233,433.0233
source_type_walking_paper,1118,0.1867,630.719,630.719
amenity,1108,0.185,-82.7118,-82.7118
ref,1066,0.178,29.8417,29.8417
natural,873,0.1458,-20.6364,-20.6364
landuse,869,0.1451,-76.9312,-76.9312
waterway,799,0.1334,-74.4402,-74.4402
access,628,0.1049,222.0513,222.0513
IOM:project,564,0.0942,-10.7595,-10.7595
place:area_alternate,535,0.0893,414.4231,414.4231
addr:city,490,0.0818,-55.7362,-55.7362
area,422,0.0705,-90.9208,-90.9208
wikidata,373,0.0623,1186.2069,1186.2069
place,353,0.0589,60.4545,60.4545
addr:housenumber,334,0.0558,10.596,10.596
shop,327,0.0546,-92.2695,-92.2695
construction,323,0.0539,44.843,44.843
lanes,319,0.0533,-27.1689,-27.1689
name:fr,304,0.0508,162.069,162.069
bridge,296,0.0494,41.6268,41.6268
service,286,0.0478,-55.3822,-55.3822
layer,285,0.0476,-12.037,-12.037
foot,270,0.0451,-6.5744,-6.5744
description,254,0.0424,-54.7237,-54.7237
note,226,0.0377,-62.8289,-62.8289
leisure,212,0.0354,-47.3945,-47.3945
oneway,212,0.0354,-40.6162,-40.6162
boundary,202,0.0337,-46.2766,-46.2766
damage,189,0.0316,18800.0,18800.0
damage:event,189,0.0316,18800.0,18800.0
damage:structure,189,0.0316,18800.0,18800.0
project:oif-dfen_carteinnov,170,0.0284,16900.0,16900.0
man_made,164,0.0274,-94.124,-94.124
operator:type,164,0.0274,-97.3224,-97.3224
admin_level,163,0.0272,-54.7222,-54.7222
source:name,162,0.027,-53.5817,-53.5817
is_in:country_code,154,0.0257,3750.0,3750.0
is_in:country,152,0.0254,590.9091,590.9091
name:en,150,0.025,89.8734,89.8734
operator,139,0.0232,-87.1177,-87.1177
phone,135,0.0225,-73.2673,-73.2673
alt_name,134,0.0224,45.6522,45.6522
border_type,130,0.0217,1525.0,1525.0
ford,128,0.0214,-69.9531,-69.9531
office,121,0.0202,1.6807,1.6807
maxspeed,116,0.0194,-17.7305,-17.7305
surface_condition,116,0.0194,480.0,480.0
fixme,115,0.0192,-47.2477,-47.2477
disused:boundary,114,0.019,11300.0,11300.0
school:FR,111,0.0185,11000.0,11000.0
religion,110,0.0184,-86.747,-86.747
short_name,110,0.0184,214.2857,214.2857
abandoned,108,0.018,-95.0775,-95.0775
source:damage,107,0.0179,10600.0,10600.0
damage:assessment,106,0.0177,10500.0,10500.0
tourism,105,0.0175,11.7021,11.7021
wikipedia,105,0.0175,118.75,118.75
ref:IHSI,98,0.0164,476.4706,476.4706
name:ht,97,0.0162,162.1622,162.1622
source:date,95,0.0159,-99.2051,-99.2051
source:lca,94,0.0157,9300.0,9300.0
source:lca:date,94,0.0157,9300.0,9300.0
addr:full,92,0.0154,-69.4352,-69.4352
power,88,0.0147,-51.9126,-51.9126
opening_hours,87,0.0145,1.1628,1.1628
website,87,0.0145,171.875,171.875
canal_base_material,83,0.0139,80.4348,80.4348
canal_type,83,0.0139,38.3333,38.3333
addr:postcode,78,0.013,69.5652,69.5652
ele,78,0.013,151.6129,151.6129
sidewalk,75,0.0125,-40.4762,-40.4762
canal_banks_left,71,0.0119,57.7778,57.7778
noexit,71,0.0119,4.4118,4.4118
building:part,69,0.0115,1625.0,1625.0
canal_banks_right,68,0.0114,54.5455,54.5455
denomination,65,0.0109,-86.4583,-86.4583
prac,65,0.0109,-73.8956,-73.8956
historic,64,0.0107,-93.1842,-93.1842
operator_type,63,0.0105,-69.5652,-69.5652
place:nearestlandmark,62,0.0104,63.1579,63.1579
population,62,0.0104,264.7059,264.7059
tunnel,61,0.0102,-20.7792,-20.7792
lit,59,0.0099,-71.9048,-71.9048
source:ref,57,0.0095,-5.0,-5.0
name:es,56,0.0093,366.6667,366.6667
contact_person,54,0.009,-88.9796,-88.9796
FIXME,52,0.0087,-60.3053,-60.3053
source_ref,51,0.0085,240.0,240.0
place:description,49,0.0082,36.1111,36.1111
internet_access,47,0.0078,67.8571,67.8571
FIXME:COSMHA,45,0.0075,-90.8163,-90.8163
canal_roof,44,0.0073,2100.0,2100.0
canal_shape,44,0.0073,1000.0,1000.0
wheelchair,43,0.0072,48.2759,48.2759
contact:email,42,0.007,281.8182,281.8182
loc_name,42,0.007,68.0,68.0
traffic_calming,42,0.007,-83.9695,-83.9695
boat,38,0.0063,-67.5214,-67.5214
brand,38,0.0063,137.5,137.5
intermittent,38,0.0063,-84.1667,-84.1667
telecommunication,38,0.0063,533.3333,533.3333
ims:id,37,0.0062,1750.0,1750.0
ims:media_type,37,0.0062,1750.0,1750.0
is_in,36,0.006,50.0,50.0
date,35,0.0058,-18.6047,-18.6047
source:geometry,33,0.0055,3200.0,3200.0
history,32,0.0053,-74.1935,-74.1935
pcode,32,0.0053,-39.6226,-39.6226
disused,31,0.0052,-98.5675,-98.5675
source_type_GIS_dataset,31,0.0052,287.5,287.5
photo_url,30,0.005,7.1429,7.1429
contact:phone,29,0.0048,-14.7059,-14.7059
ims:frequency,29,0.0048,1350.0,1350.0
sport,29,0.0048,-69.4737,-69.4737
name:ru,28,0.0047,250.0,250.0
official_name,28,0.0047,180.0,180.0
paho:commune,28,0.0047,-44.0,-44.0
paho:commune_id,28,0.0047,-44.0,-44.0
paho:department,28,0.0047,-45.098,-45.098
paho:district_id,28,0.0047,-44.0,-44.0
paho:id,28,0.0047,-45.098,-45.098
paho:region_id,28,0.0047,-44.0,-44.0
school:HT,28,0.0047,-87.2727,-87.2727
type,28,0.0047,-68.1818,-68.1818
Source,27,0.0045,200.0,200.0
addr:place,27,0.0045,2600.0,2600.0
canal_banks_barriers_right,27,0.0045,1250.0,1250.0
contact:website,27,0.0045,1250.0,1250.0
project:cosmhastm,27,0.0045,80.0,80.0
smoking,27,0.0045,92.8571,92.8571
source:health_facility,27,0.0045,-49.0566,-49.0566
old_name,26,0.0043,73.3333,73.3333
school_type,26,0.0043,-94.617,-94.617
source:classification,26,0.0043,2500.0,2500.0
canal:obstacle_type,25,0.0042,2400.0,2400.0
canal_roof_extent,25,0.0042,56.25,56.25
aeroway,24,0.004,-4.0,-4.0
canal_banks_barriers_left,24,0.004,1100.0,1100.0
colour,23,0.0038,-79.2793,-79.2793
drinking_water,23,0.0038,-96.9003,-96.9003
email,23,0.0038,35.2941,35.2941
source_type_field_mission,23,0.0038,91.6667,91.6667
camp,22,0.0037,-81.8182,-81.8182
canal_cover,22,0.0037,2100.0,2100.0
commune,22,0.0037,-84.058,-84.058
cuisine,22,0.0037,22.2222,22.2222
id:ssid,22,0.0037,-80.7018,-80.7018
paho:type,22,0.0037,-26.6667,-26.6667
width,22,0.0037,69.2308,69.2308
bridge:structure,21,0.0035,950.0,950.0
condition,21,0.0035,-96.9653,-96.9653
households,21,0.0035,-81.0811,-81.0811
material,21,0.0035,-74.0741,-74.0741
power_source,21,0.0035,-83.9695,-83.9695
sectional,21,0.0035,-80.9091,-80.9091
health_facility:type,20,0.0033,-60.7843,-60.7843
name:botanical,20,0.0033,300.0,300.0
name:hu,20,0.0033,233.3333,233.3333
base_material_values,19,0.0032,72.7273,72.7273
generator:source,19,0.0032,-87.5817,-87.5817
school_district,19,0.0032,-95.5083,-95.5083
transportation_use_category,19,0.0032,72.7273,72.7273
motorcycle:sales,18,0.003,1700.0,1700.0
source_type_map,18,0.003,200.0,200.0
start_date,18,0.003,1700.0,1700.0
bicycle,17,0.0028,-68.5185,-68.5185
id:uuid,17,0.0028,-45.1613,-45.1613
is_in:department,17,0.0028,-19.0476,-19.0476
name:pl,17,0.0028,466.6667,466.6667
pcode:2,17,0.0028,70.0,70.0
status,17,0.0028,-92.511,-92.511
water_type,16,0.0027,-96.0688,-96.0688
flood_prone,15,0.0025,400.0,400.0
opening_hours:morning,15,0.0025,-85.5769,-85.5769
sale,15,0.0025,1400.0,1400.0
wall,15,0.0025,400.0,400.0
water_quality_issue,15,0.0025,-95.9016,-95.9016
company:size:FR,14,0.0023,1300.0,1300.0
is_in:arrondissement,14,0.0023,100.0,100.0
name:pt,14,0.0023,250.0,250.0
opening_hours:monday,14,0.0023,-87.3874,-87.3874
opening_hours:thursday,14,0.0023,-87.156,-87.156
pump_type,14,0.0023,-96.206,-96.206
source:name:ht,14,0.0023,-12.5,-12.5
surveyor:email,14,0.0023,-56.25,-56.25
contact:facebook,13,0.0022,333.3333,333.3333
hfac_type,13,0.0022,-78.3333,-78.3333
name:de,13,0.0022,116.6667,116.6667
opening_hours:friday,13,0.0022,-87.963,-87.963
opening_hours:tuesday,13,0.0022,-88.1818,-88.1818
opening_hours:wednesday,13,0.0022,-88.1818,-88.1818
source 2,13,0.0022,62.5,62.5
source:smoothness,13,0.0022,-53.5714,-53.5714
source:surface,13,0.0022,-53.5714,-53.5714
crop,12,0.002,1100.0,1100.0
crossing,12,0.002,-33.3333,-33.3333
damage_status,12,0.002,-97.0516,-97.0516
fee,12,0.002,-98.524,-98.524
internet_access:fee,12,0.002,71.4286,71.4286
motorcycle:parts,12,0.002,1100.0,1100.0
motorcycle:repair,12,0.002,1100.0,1100.0
parts,12,0.002,1100.0,1100.0
program_aquatab,12,0.002,-90.9091,-90.9091
addr:ward,11,0.0018,-87.0588,-87.0588
capacity:seats,11,0.0018,-85.8974,-85.8974
content,11,0.0018,-99.4168,-99.4168
incline,11,0.0018,120.0,120.0
name:ar,11,0.0018,266.6667,266.6667
name:zh,11,0.0018,175.0,175.0
ramp,11,0.0018,1000.0,1000.0
source:population,11,0.0018,83.3333,83.3333
emergency,10,0.0017,-92.3664,-92.3664
gambling,10,0.0017,-97.3615,-97.3615
geometry_source_type,10,0.0017,-67.7419,-67.7419
motorcycle:rental,10,0.0017,900.0,900.0
narrow,10,0.0017,-94.6524,-94.6524
repair,10,0.0017,900.0,900.0
school:fondamental_first_cycle,10,0.0017,-37.5,-37.5
source:alt_name,10,0.0017,-23.0769,-23.0769
source:name:fr,10,0.0017,-28.5714,-28.5714
takeaway,10,0.0017,100.0,100.0
tank,10,0.0017,-90.566,-90.566
water_purification,10,0.0017,-87.8049,-87.8049
water_supply,10,0.0017,-87.6543,-87.6543
barrier:obstacle_type,9,0.0015,0.0,0.0
dispensing,9,0.0015,-83.3333,-83.3333
maritime,9,0.0015,28.5714,28.5714
railway,9,0.0015,28.5714,28.5714
school:fondamental_second_cycle,9,0.0015,-35.7143,-35.7143
source:is_in,9,0.0015,125.0,125.0
tower:type,9,0.0015,-68.9655,-68.9655
tracktype,9,0.0015,-88.0,-88.0
water_place_access,9,0.0015,125.0,125.0
Cover_description,8,0.0013,700.0,700.0
IOM_project_DRR:form_number,8,0.0013,166.6667,166.6667
capacity,8,0.0013,-92.1569,-92.1569
contact:twitter,8,0.0013,700.0,700.0
cosmha_stm,8,0.0013,700.0,700.0
hfac_bed,8,0.0013,-75.0,-75.0
humanitarian_use,8,0.0013,-98.0,-98.0
image,8,0.0013,700.0,700.0
is_in:county,8,0.0013,700.0,700.0
is_in:town,8,0.0013,300.0,300.0
landmark,8,0.0013,700.0,700.0
name:he,8,0.0013,166.6667,166.6667
name:it,8,0.0013,300.0,300.0
name:ja,8,0.0013,166.6667,166.6667
name:uk,8,0.0013,166.6667,166.6667
projet,8,0.0013,700.0,700.0
rental,8,0.0013,700.0,700.0
school:fondamental_third_cycle,8,0.0013,-33.3333,-33.3333
source:imagery,8,0.0013,-90.5882,-90.5882
water_place_durability,8,0.0013,100.0,100.0
atm,7,0.0012,40.0,40.0
cover_description,7,0.0012,600.0,600.0
craft,7,0.0012,-95.302,-95.302
crossing_ref,7,0.0012,133.3333,133.3333
depth,7,0.0012,133.3333,133.3333
designation,7,0.0012,133.3333,133.3333
footway,7,0.0012,600.0,600.0
healthcare,7,0.0012,133.3333,133.3333
id:db_shelter,7,0.0012,-96.3158,-96.3158
kitchen,7,0.0012,-96.6346,-96.6346
motorcar,7,0.0012,16.6667,16.6667
motorcycle,7,0.0012,0.0,0.0
motorcycle:clothes,7,0.0012,600.0,600.0
name:am,7,0.0012,133.3333,133.3333
name:az,7,0.0012,133.3333,133.3333
name:be,7,0.0012,133.3333,133.3333
name:be-tarask,7,0.0012,133.3333,133.3333
name:bg,7,0.0012,133.3333,133.3333
name:bn,7,0.0012,133.3333,133.3333
name:bo,7,0.0012,133.3333,133.3333
name:el,7,0.0012,133.3333,133.3333
name:eo,7,0.0012,133.3333,133.3333
name:eu,7,0.0012,133.3333,133.3333
name:fa,7,0.0012,133.3333,133.3333
name:gl,7,0.0012,133.3333,133.3333
name:hi,7,0.0012,133.3333,133.3333
name:hy,7,0.0012,133.3333,133.3333
name:is,7,0.0012,133.3333,133.3333
name:ka,7,0.0012,133.3333,133.3333
name:ko,7,0.0012,133.3333,133.3333
name:la,7,0.0012,133.3333,133.3333
name:lt,7,0.0012,133.3333,133.3333
name:lv,7,0.0012,133.3333,133.3333
name:mk,7,0.0012,133.3333,133.3333
name:mr,7,0.0012,133.3333,133.3333
name:nl,7,0.0012,250.0,250.0
name:nn,7,0.0012,600.0,600.0
name:no,7,0.0012,250.0,250.0
name:os,7,0.0012,133.3333,133.3333
name:pap,7,0.0012,133.3333,133.3333
name:qu,7,0.0012,133.3333,133.3333
name:sah,7,0.0012,133.3333,133.3333
name:sr,7,0.0012,133.3333,133.3333
name:sv,7,0.0012,133.3333,133.3333
name:ta,7,0.0012,133.3333,133.3333
name:th,7,0.0012,133.3333,133.3333
name:tl,7,0.0012,600.0,600.0
name:tr,7,0.0012,250.0,250.0
name:ur,7,0.0012,133.3333,133.3333
name:zh-yue,7,0.0012,133.3333,133.3333
official_name:en,7,0.0012,250.0,250.0
opening_hours:afternoon,7,0.0012,-82.5,-82.5
parking,7,0.0012,-50.0,-50.0
postal_code,7,0.0012,133.3333,133.3333
project:UNICEF_ACTED_MRR_BasArtibonite_Centre,7,0.0012,600.0,600.0
rooms,7,0.0012,600.0,600.0
school:secondary,7,0.0012,-22.2222,-22.2222
source_2,7,0.0012,600.0,600.0
stars,7,0.0012,75.0,75.0
tap,7,0.0012,-96.729,-96.729
tourism_1,7,0.0012,600.0,600.0
wires,7,0.0012,133.3333,133.3333
2008_use,6,0.001,-97.2603,-97.2603
2009_use,6,0.001,-97.1564,-97.1564
2010_use,6,0.001,-97.1154,-97.1154
attribute_source_type,6,0.001,-79.3103,-79.3103
attribution,6,0.001,-80.6452,-80.6452
canal_roof_others,6,0.001,500.0,500.0
capital:Department,6,0.001,100.0,100.0
capital_city,6,0.001,500.0,500.0
country,6,0.001,-14.2857,-14.2857
country_code_fips,6,0.001,500.0,500.0
country_code_iso3166_1_alpha_2,6,0.001,500.0,500.0
court,6,0.001,-97.1698,-97.1698
fhrs:id,6,0.001,500.0,500.0
flood_prone:frequency,6,0.001,200.0,200.0
