key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,346756,12.5887,0.0,0.0
source,62598,2.2726,0.0,0.0
highway,29585,1.0741,0.0,0.0
name,12349,0.4483,0.0,0.0
source:date,11950,0.4338,0.0,0.0
barrier,7910,0.2872,0.0,0.0
surface,7807,0.2834,0.0,0.0
amenity,6385,0.2318,0.0,0.0
operator:type,6125,0.2224,0.0,0.0
area,4648,0.1687,0.0,0.0
operational_status,4260,0.1547,0.0,0.0
shop,4228,0.1535,0.0,0.0
building:material,4220,0.1532,0.0,0.0
building:roof,3995,0.145,0.0,0.0
building:levels,3924,0.1425,0.0,0.0
landuse,3767,0.1368,0.0,0.0
smoothness,3449,0.1252,0.0,0.0
operational_status_quality,3381,0.1227,0.0,0.0
waterway,3128,0.1136,0.0,0.0
addr:country,2987,0.1084,0.0,0.0
project,2836,0.103,0.0,0.0
man_made,2791,0.1013,0.0,0.0
cosmha,2723,0.0989,0.0,0.0
abandoned,2194,0.0797,0.0,0.0
disused,2164,0.0786,0.0,0.0
source:haiti,1933,0.0702,0.0,0.0
type:haiti,1919,0.0697,0.0,0.0
content,1886,0.0685,0.0,0.0
practicability,1639,0.0595,0.0,0.0
alt,1467,0.0533,0.0,0.0
addr:street,1416,0.0514,0.0,0.0
addr:city,1099,0.0399,0.0,0.0
natural,1099,0.0399,0.0,0.0
operator,1076,0.0391,0.0,0.0
historic,937,0.034,0.0,0.0
building_status,887,0.0322,0.0,0.0
religion,827,0.03,0.0,0.0
fee,811,0.0294,0.0,0.0
ref,804,0.0292,0.0,0.0
gender_access,790,0.0287,0.0,0.0
disability_access,767,0.0278,0.0,0.0
source_date,749,0.0272,0.0,0.0
drinking_water,742,0.0269,0.0,0.0
source_type_imagery,704,0.0256,0.0,0.0
condition,692,0.0251,0.0,0.0
service,641,0.0233,0.0,0.0
IOM:project,632,0.0229,0.0,0.0
note,603,0.0219,0.0,0.0
description,560,0.0203,0.0,0.0
phone,504,0.0183,0.0,0.0
FIXME:COSMHA,490,0.0178,0.0,0.0
contact_person,490,0.0178,0.0,0.0
school_type,483,0.0175,0.0,0.0
denomination,477,0.0173,0.0,0.0
ford,426,0.0155,0.0,0.0
lanes,423,0.0154,0.0,0.0
school_district,423,0.0154,0.0,0.0
damage_status,407,0.0148,0.0,0.0
water_type,407,0.0148,0.0,0.0
leisure,402,0.0146,0.0,0.0
humanitarian_use,400,0.0145,0.0,0.0
gambling,379,0.0138,0.0,0.0
boundary,369,0.0134,0.0,0.0
pump_type,369,0.0134,0.0,0.0
water_quality_issue,366,0.0133,0.0,0.0
admin_level,355,0.0129,0.0,0.0
oneway,348,0.0126,0.0,0.0
source:name,342,0.0124,0.0,0.0
layer,323,0.0117,0.0,0.0
addr:full,301,0.0109,0.0,0.0
addr:housenumber,289,0.0105,0.0,0.0
foot,289,0.0105,0.0,0.0
source_type_survey,261,0.0095,0.0,0.0
traffic_calming,260,0.0094,0.0,0.0
prac,249,0.009,0.0,0.0
intermittent,241,0.0087,0.0,0.0
futur_use,228,0.0083,0.0,0.0
status,227,0.0082,0.0,0.0
construction,223,0.0081,0.0,0.0
building_use,222,0.0081,0.0,0.0
place,222,0.0081,0.0,0.0
school:HT,220,0.008,0.0,0.0
2008_use,219,0.008,0.0,0.0
fixme,218,0.0079,0.0,0.0
source_type_GPS,215,0.0078,0.0,0.0
tap,214,0.0078,0.0,0.0
court,212,0.0077,0.0,0.0
2009_use,211,0.0077,0.0,0.0
2010_use,208,0.0076,0.0,0.0
bridge,208,0.0076,0.0,0.0
kitchen,208,0.0076,0.0,0.0
operator_type,207,0.0075,0.0,0.0
floodable,201,0.0073,0.0,0.0
Surface,200,0.0073,0.0,0.0
lit,200,0.0073,0.0,0.0
access,190,0.0069,0.0,0.0
embankment,190,0.0069,0.0,0.0
id:db_shelter,190,0.0069,0.0,0.0
flooded,189,0.0069,0.0,0.0
pump,188,0.0068,0.0,0.0
narrow,187,0.0068,0.0,0.0
power,178,0.0065,0.0,0.0
toilet,157,0.0057,0.0,0.0
generator:source,153,0.0056,0.0,0.0
source_type_walking_paper,153,0.0056,0.0,0.0
rehabilitation_need,152,0.0055,0.0,0.0
radius,151,0.0055,0.0,0.0
craft,149,0.0054,0.0,0.0
generator:method,144,0.0052,0.0,0.0
kitchen_equiped,140,0.0051,0.0,0.0
commune,138,0.005,0.0,0.0
unisex,134,0.0049,0.0,0.0
program_aquatab,132,0.0048,0.0,0.0
emergency,131,0.0048,0.0,0.0
power_source,131,0.0048,0.0,0.0
FIXME,130,0.0047,0.0,0.0
female,126,0.0046,0.0,0.0
tap_status,126,0.0046,0.0,0.0
male,125,0.0045,0.0,0.0
history,124,0.0045,0.0,0.0
microbrewery,122,0.0044,0.0,0.0
sidewalk,122,0.0044,0.0,0.0
camp,121,0.0044,0.0,0.0
generator,120,0.0044,0.0,0.0
office,119,0.0043,0.0,0.0
warehouse_unit,118,0.0043,0.0,0.0
boat,117,0.0042,0.0,0.0
toilets:access,117,0.0042,0.0,0.0
toilets:durability,117,0.0042,0.0,0.0
toilets:emptying,117,0.0042,0.0,0.0
toilets:tank,117,0.0042,0.0,0.0
toilets:technology,117,0.0042,0.0,0.0
name:fr,116,0.0042,0.0,0.0
id:ssid,114,0.0041,0.0,0.0
colour,111,0.004,0.0,0.0
content:source,111,0.004,0.0,0.0
households,111,0.004,0.0,0.0
opening_hours:monday,111,0.004,0.0,0.0
maxspeed,110,0.004,0.0,0.0
opening_hours:tuesday,110,0.004,0.0,0.0
opening_hours:wednesday,110,0.004,0.0,0.0
sectional,110,0.004,0.0,0.0
opening_hours:thursday,109,0.004,0.0,0.0
opening_hours:friday,108,0.0039,0.0,0.0
tank,106,0.0038,0.0,0.0
opening_hours:morning,104,0.0038,0.0,0.0
place:area_alternate,104,0.0038,0.0,0.0
boundary_admin_level2_name,103,0.0037,0.0,0.0
boundary_admin_level3_name,103,0.0037,0.0,0.0
capacity,102,0.0037,0.0,0.0
boundary_admin_level1_name,99,0.0036,0.0,0.0
court_surface,98,0.0036,0.0,0.0
rehabilitation_work,96,0.0035,0.0,0.0
sport,95,0.0034,0.0,0.0
court_area,93,0.0034,0.0,0.0
tourism,93,0.0034,0.0,0.0
alt_name,91,0.0033,0.0,0.0
capacity_individuals,91,0.0033,0.0,0.0
sector,91,0.0033,0.0,0.0
rehabilitation_done,89,0.0032,0.0,0.0
toilets:cleaning,89,0.0032,0.0,0.0
boundary_admin_level4_name,88,0.0032,0.0,0.0
type,88,0.0032,0.0,0.0
toilets:basement,87,0.0032,0.0,0.0
toilets:disposal,87,0.0032,0.0,0.0
addr:ward,85,0.0031,0.0,0.0
source:imagery,85,0.0031,0.0,0.0
opening_hours,83,0.003,0.0,0.0
water_purification,82,0.003,0.0,0.0
shower,81,0.0029,0.0,0.0
water_supply,81,0.0029,0.0,0.0
material,80,0.0029,0.0,0.0
name:en,79,0.0029,0.0,0.0
school_sector,79,0.0029,0.0,0.0
water,79,0.0029,0.0,0.0
capacity:seats,78,0.0028,0.0,0.0
tunnel,77,0.0028,0.0,0.0
water_place:access,77,0.0028,0.0,0.0
building_concrete,75,0.0027,0.0,0.0
tracktype,75,0.0027,0.0,0.0
count_building,74,0.0027,0.0,0.0
water_place:durability,74,0.0027,0.0,0.0
well,70,0.0025,0.0,0.0
noexit,68,0.0025,0.0,0.0
handwashing_station,66,0.0024,0.0,0.0
capacity_area,65,0.0024,0.0,0.0
toilets:type,65,0.0024,0.0,0.0
water_place:cleaning,64,0.0023,0.0,0.0
tank_open,63,0.0023,0.0,0.0
well_open,62,0.0023,0.0,0.0
building_status_good,61,0.0022,0.0,0.0
building_metal,60,0.0022,0.0,0.0
canal_type,60,0.0022,0.0,0.0
hfac_type,60,0.0022,0.0,0.0
source:ref,60,0.0022,0.0,0.0
shower_good,59,0.0021,0.0,0.0
toilet_bad,59,0.0021,0.0,0.0
works:type,57,0.0021,0.0,0.0
building_reinforced_concrete,56,0.002,0.0,0.0
handwashing_station_good,55,0.002,0.0,0.0
school:first_cycle,55,0.002,0.0,0.0
well_closed,55,0.002,0.0,0.0
bicycle,54,0.002,0.0,0.0
dispensing,54,0.002,0.0,0.0
added,53,0.0019,0.0,0.0
bladder,53,0.0019,0.0,0.0
handwashing_station_bad,53,0.0019,0.0,0.0
pcode,53,0.0019,0.0,0.0
shower_bad,53,0.0019,0.0,0.0
source:health_facility,53,0.0019,0.0,0.0
tank_closed,53,0.0019,0.0,0.0
