key,value,count,percent_of_total_changes_for_key
amenity,school,27446,16.9168
amenity,hospital,20436,12.5961
amenity,parking,16557,10.2052
amenity,place_of_worship,15092,9.3022
amenity,restaurant,7288,4.4921
amenity,drinking_water,6827,4.2079
amenity,pharmacy,5969,3.6791
amenity,fuel,4367,2.6917
amenity,toilets,3903,2.4057
amenity,bank,3171,1.9545
amenity,fast_food,3155,1.9446
amenity,bench,3143,1.9372
amenity,cafe,2581,1.5908
amenity,clinic,2457,1.5144
amenity,college,2446,1.5076
amenity,bicycle_parking,2312,1.425
amenity,parking_space,1999,1.2321
amenity,bar,1719,1.0595
amenity,recycling,1719,1.0595
amenity,shelter,1692,1.0429
amenity,kindergarten,1516,0.9344
amenity,fountain,1444,0.89
amenity,waste_basket,1291,0.7957
amenity,police,1133,0.6983
amenity,shower,942,0.5806
amenity,atm,913,0.5627
amenity,university,881,0.543
amenity,library,845,0.5208
amenity,public_building,785,0.4838
amenity,health_post,783,0.4826
amenity,grave_yard,633,0.3902
amenity,bus_station,586,0.3612
amenity,post_office,562,0.3464
amenity,community_centre,553,0.3409
amenity,marketplace,544,0.3353
amenity,gambling,498,0.307
amenity,charging_station,456,0.2811
amenity,dentist,455,0.2804
amenity,tap,443,0.2731
amenity,townhall,421,0.2595
amenity,street_light,375,0.2311
amenity,pub,369,0.2274
amenity,ice_cream,360,0.2219
amenity,waste_disposal,358,0.2207
amenity,doctors,349,0.2151
amenity,car_wash,326,0.2009
amenity,cinema,324,0.1997
amenity,vending_machine,314,0.1935
amenity,studio,306,0.1886
amenity,social_facility,295,0.1818
amenity,motorcycle_parking,291,0.1794
amenity,theatre,269,0.1658
amenity,fire_station,251,0.1547
amenity,embassy,249,0.1535
amenity,social_centre,245,0.151
amenity,nightclub,227,0.1399
amenity,parking_entrance,211,0.1301
amenity,water_point,211,0.1301
amenity,Convenience Store;Gas Station,199,0.1227
amenity,veterinary,194,0.1196
amenity,post_box,190,0.1171
amenity,courthouse,187,0.1153
amenity,shop,184,0.1134
amenity,bureau_de_change,179,0.1103
amenity,ctc,176,0.1085
amenity,arts_centre,175,0.1079
amenity,taxi,169,0.1042
amenity,bicycle_rental,160,0.0986
amenity,utc,159,0.098
amenity,car_rental,146,0.09
amenity,bbq,144,0.0888
amenity,telephone,139,0.0857
amenity,prison,132,0.0814
amenity,market,130,0.0801
amenity,ferry_terminal,129,0.0795
amenity,refugee_site,129,0.0795
amenity,food_court,116,0.0715
amenity,canal,113,0.0696
amenity,childcare,111,0.0684
amenity,community_information_kiosk,111,0.0684
amenity,bicycle_repair_station,107,0.066
amenity,cro,99,0.061
amenity,dispensary,93,0.0573
amenity,swimming_pool,89,0.0549
amenity,office,87,0.0536
amenity,abri temporaire,76,0.0468
amenity,money_transfer,73,0.045
amenity,emergency_phone,66,0.0407
amenity,driving_school,61,0.0376
amenity,clock,59,0.0364
amenity,communal_cooking_area,59,0.0364
amenity,CRO,53,0.0327
amenity,radio chimen lakay,46,0.0284
amenity,parcel_locker,43,0.0265
amenity,shelter_emergency,36,0.0222
amenity,eau_brute,36,0.0222
amenity,pont,36,0.0222
amenity,internet_cafe,35,0.0216
amenity,airport,33,0.0203
amenity,research_institute,30,0.0185
amenity,hunting_stand,29,0.0179
amenity,photo_booth,28,0.0173
amenity,social_center,28,0.0173
amenity,School,27,0.0166
amenity,nursing_home,27,0.0166
amenity,car_sharing,26,0.016
amenity,music_school,26,0.016
amenity,no,25,0.0154
amenity,conference_centre,24,0.0148
amenity,public_bookcase,24,0.0148
amenity,eau potable,23,0.0142
amenity,Douches et toilettes,22,0.0136
amenity,Family Restaurant,22,0.0136
amenity,public_bath,21,0.0129
amenity,weighbridge,21,0.0129
amenity,Ecole etzer vilaire,20,0.0123
amenity,animal_shelter,20,0.0123
amenity,eau brute,20,0.0123
amenity,non,20,0.0123
amenity,waste_transfer_station,20,0.0123
amenity,sanitary_dump_station,19,0.0117
amenity,ranger_station,19,0.0117
amenity,biergarten,19,0.0117
amenity,monastery,18,0.0111
amenity,animal_breeding,17,0.0105
amenity,eglise,17,0.0105
amenity,events_venue,17,0.0105
amenity,exhibition_centre,17,0.0105
amenity,vehicle_inspection,17,0.0105
amenity,camp,16,0.0099
amenity,casino,16,0.0099
amenity,trolley_bay,16,0.0099
amenity,remittance,15,0.0092
amenity,8 chambres de toilettes,15,0.0092
amenity,Ecole,14,0.0086
amenity,watering_place,14,0.0086
amenity,espace residentiel,14,0.0086
amenity,Furniture Store,13,0.008
amenity,language_school,13,0.008
amenity,Furniture Store;Mattress Store;Bedroom Furniture Store;Children's Furniture Store;Outdoor Furniture Store,12,0.0074
amenity,bureau,12,0.0074
amenity,"kindergarten, High school",12,0.0074
amenity,residental,12,0.0074
amenity,un_facility,12,0.0074
amenity,clinique,11,0.0068
amenity,health_center,11,0.0068
amenity,camp_site,11,0.0068
amenity,Family Restaurant;Restaurant;Southern Restaurant (US);Traditional American Restaurant,11,0.0068
amenity,agrocentre,10,0.0062
amenity,quincaillerie,10,0.0062
amenity,shopping,10,0.0062
amenity,waste=trash;cigarettes,10,0.0062
amenity,marche de cayes jacmel,9,0.0055
amenity,water,9,0.0055
amenity,tailor,9,0.0055
amenity,student_accommodation,9,0.0055
amenity,yes,9,0.0055
amenity,hotel,9,0.0055
amenity,dojo,9,0.0055
amenity,cyber_cafe,9,0.0055
amenity,auto parts,9,0.0055
amenity,ecole,9,0.0055
amenity,meat shop,8,0.0049
amenity,scrapyard,8,0.0049
amenity,plaza,8,0.0049
amenity,party_palace,8,0.0049
amenity,non_potable,8,0.0049
amenity,immigration border,8,0.0049
amenity,hostel,8,0.0049
amenity,dispensaire,8,0.0049
amenity,animal_boarding,8,0.0049
amenity,Health@post,8,0.0049
amenity,Douches,8,0.0049
amenity,CTC,8,0.0049
amenity,handwashing_station,7,0.0043
amenity,park,7,0.0043
amenity,mortuary,7,0.0043
amenity,menrod-3,7,0.0043
amenity,health_facility,7,0.0043
amenity,coworking_space,7,0.0043
amenity,garage,7,0.0043
amenity,food_collection,7,0.0043
amenity,crematorium,7,0.0043
amenity,construction,7,0.0043
amenity,keket paticerie,6,0.0037
amenity,tree,6,0.0037
amenity,station de radio,6,0.0037
amenity,salles de clases,6,0.0037
amenity,reception_desk,6,0.0037
amenity,place,6,0.0037
amenity,pawnbroker,6,0.0037
amenity,lampadaire,6,0.0037
amenity,kindergarten 2em cycle,6,0.0037
amenity,1h,6,0.0037
amenity,government,6,0.0037
amenity,financial_advice,6,0.0037
amenity,farming,6,0.0037
amenity,centre de sante,6,0.0037
amenity,agent de sante,6,0.0037
amenity,Robinet,6,0.0037
amenity,Ecole eben-ezer,6,0.0037
amenity,,6,0.0037
amenity,fire_hydrant,6,0.0037
amenity,stable,5,0.0031
amenity,luggage_storage,5,0.0031
amenity,maison anne marie devarieux,5,0.0031
amenity,police; courthouse,5,0.0031
amenity,shop furniture,5,0.0031
amenity,zamar quicaillerie,5,0.0031
amenity,telecommunication,5,0.0031
amenity,"union des groupements paysan pour le developement educatif,economique et social d'haiti",5,0.0031
amenity,usine,5,0.0031
amenity,lavoir,5,0.0031
amenity,letter_box,5,0.0031
amenity,cuisine,5,0.0031
amenity,imprimerie,5,0.0031
amenity,Hospital,5,0.0031
amenity,Hospital et CTC,5,0.0031
amenity,board,5,0.0031
amenity,church,5,0.0031
amenity,club,5,0.0031
amenity,health_centre,5,0.0031
amenity,eau pour laver les mains,5,0.0031
amenity,ecole 1er cycle,5,0.0031
amenity,elevator,5,0.0031
amenity,gym,5,0.0031
amenity,reservoir,4,0.0025
amenity,leteri sides nan jakmel,4,0.0025
amenity,loisir,4,0.0025
amenity,marche des orangers,4,0.0025
amenity,ophelina,4,0.0025
amenity,pasal,4,0.0025
amenity,petit demele,4,0.0025
amenity,piscine,4,0.0025
amenity,post_depot,4,0.0025
amenity,public_tap,4,0.0025
amenity,repair centre,4,0.0025
amenity,repair_car,4,0.0025
amenity,spa,4,0.0025
amenity,school le praticien,4,0.0025
amenity,school nationale gonel coulanges,4,0.0025
amenity,"school, college",4,0.0025
amenity,security,4,0.0025
amenity,industrial,4,0.0025
amenity,stadium,4,0.0025
amenity,stage,4,0.0025
amenity,storage,4,0.0025
amenity,terrain,4,0.0025
amenity,tower,4,0.0025
amenity,travel_agency,4,0.0025
amenity,kirana,4,0.0025
amenity,plant_nursery,4,0.0025
amenity,epicerie,4,0.0025
amenity,associetion pecheur pour le developpement de timouillage,4,0.0025
amenity,Bank,4,0.0025
amenity,ecole saint francois d'assise en beton,4,0.0025
amenity,CTU,4,0.0025
amenity,Douches ,4,0.0025
amenity,Ecole ,4,0.0025
amenity,Ecole fucien denervil,4,0.0025
amenity,Ecole institution mixte la renaissance,4,0.0025
amenity,Ecole professionnele,4,0.0025
amenity,Lavabo pour laver les mains,4,0.0025
amenity,Portable Toilet Supplier;Trailer Rental Service;Construction Equipment Supplier;Fence Contractor,4,0.0025
amenity,Simple poubelle,4,0.0025
amenity,UTC,4,0.0025
amenity,Indrayani Ni Ma Vi,4,0.0025
amenity,bandstand,4,0.0025
amenity,centre_social_Reverant_Pere_Gerard_Dormeville_bassin,4,0.0025
amenity,ecole classique de jesus christ,4,0.0025
amenity,brothel,4,0.0025
amenity,drinking water,4,0.0025
amenity,dortoir,4,0.0025
amenity,diakonie katastrophenhilfe,4,0.0025
amenity,eau_ non_potable,4,0.0025
amenity,centre social,4,0.0025
amenity,cake shop,4,0.0025
amenity,bureau hand for help,4,0.0025
amenity,non potable,3,0.0018
amenity,robinet,3,0.0018
amenity,non-potable,3,0.0018
amenity,orphanage,3,0.0018
amenity,party venue,3,0.0018
amenity,pharmacie,3,0.0018
amenity,place_of_mourning,3,0.0018
amenity,plastic pasal,3,0.0018
amenity,pole,3,0.0018
amenity,pro,3,0.0018
amenity,professional_school,3,0.0018
amenity,radio or tv station;studio,3,0.0018
amenity,retirement_home,3,0.0018
amenity,warehouse,3,0.0018
amenity,route caye jacmel,3,0.0018
amenity,shlter_emergency,3,0.0018
amenity,smoking_area,3,0.0018
amenity,social_club,3,0.0018
amenity,stationary,3,0.0018
amenity,store,3,0.0018
amenity,telegraph_office,3,0.0018
amenity,toilets;shower,3,0.0018
amenity,toilette,3,0.0018
amenity,training,3,0.0018
amenity,tribunal,3,0.0018
amenity,usine block,3,0.0018
amenity,workshop,3,0.0018
amenity,monestary,3,0.0018
amenity,ngo,3,0.0018
amenity,plage,3,0.0018
amenity,meditation-center,3,0.0018
amenity,building,3,0.0018
amenity,loundry,3,0.0018
amenity,2 toilettes,3,0.0018
amenity,C T C,3,0.0018
amenity,"Chapelle funiraille,Ange de la gosseline",3,0.0018
amenity,Clinique,3,0.0018
amenity,Dourche,3,0.0018
amenity,abris,3,0.0018
amenity,abru temporaire,3,0.0018
amenity,archive,3,0.0018
amenity,banquet,3,0.0018
amenity,binoculars,3,0.0018
amenity,boat_rental,3,0.0018
amenity,bread,3,0.0018
amenity,abattoir,3,0.0018
amenity,centre senté,3,0.0018
amenity,grocery shop,3,0.0018
amenity,logistic_base,3,0.0018
amenity,chowk,3,0.0018
amenity,loading_dock,3,0.0018
amenity,kitchen,3,0.0018
amenity,hispital,3,0.0018
amenity,kasmetic,3,0.0018
amenity,factory,3,0.0018
amenity,disco,3,0.0018
amenity,customs,3,0.0018
amenity,cosmetic,3,0.0018
amenity,consulate,3,0.0018
amenity,compressed_air,3,0.0018
amenity,party place,2,0.0012
amenity,planetarium,2,0.0012
amenity,patisserie,2,0.0012
amenity,payment_terminal,2,0.0012
amenity,petit rendez-vous snack bar,2,0.0012
amenity,photo,2,0.0012
amenity,place public de petit bois,2,0.0012
amenity,plan haiti,2,0.0012
amenity,radio,2,0.0012
amenity,plastic store,2,0.0012
amenity,point d eau,2,0.0012
amenity,police station,2,0.0012
amenity,polling_station,2,0.0012
amenity,professionnelle bar,2,0.0012
amenity,radio communautaire cornillon f.m. 99.9 f.m.,2,0.0012
amenity,radio etincelle fm,2,0.0012
amenity,other_health_facility,2,0.0012
amenity,parkingfee=no,2,0.0012
amenity,laboratory,2,0.0012
amenity,organization,2,0.0012
amenity,organisazyon fanm aktiv la vout,2,0.0012
amenity,j and c Bar,2,0.0012
amenity,jacobo auto parts,2,0.0012
amenity,k-jou snack bar,2,0.0012
amenity,kitchen item shop,2,0.0012
amenity,reseau edh,2,0.0012
amenity,le relax pica pollo,2,0.0012
amenity,lucienne bar,2,0.0012
amenity,luggage_locker,2,0.0012
amenity,meditation_center,2,0.0012
amenity,menroad,2,0.0012
amenity,mill,2,0.0012
amenity,moulin de petit mil,2,0.0012
amenity,nightclub;bar;restaurant,2,0.0012
amenity,non traitee,2,0.0012
amenity,omega resto,2,0.0012
amenity,ophlinat,2,0.0012
amenity,organisation etincelle de gaillard,2,0.0012
amenity,radio sensation fm,2,0.0012
amenity,shop auto parts,2,0.0012
amenity,residential,2,0.0012
amenity,trailer_park,2,0.0012
amenity,station,2,0.0012
amenity,supermarket,2,0.0012
amenity,tailler,2,0.0012
amenity,tank,2,0.0012
amenity,temple,2,0.0012
amenity,temple vodou,2,0.0012
amenity,top 50 bar resto,2,0.0012
amenity,turning,2,0.0012
amenity,sport_centre,2,0.0012
amenity,usine bloc,2,0.0012
amenity,usine electrique jedo,2,0.0012
amenity,utc prevu,2,0.0012
amenity,vada pasal,2,0.0012
amenity,value,2,0.0012
amenity,veterinarian,2,0.0012
amenity,wharf,2,0.0012
amenity,star mart mini bar,2,0.0012
amenity,skate_snakerun,2,0.0012
amenity,rivière,2,0.0012
amenity,sante de sante mission amour d'haiti,2,0.0012
amenity,robinet 4 bouches,2,0.0012
amenity,rosie shop grandeur de l'eternel,2,0.0012
amenity,rue zero,2,0.0012
amenity,health@post,2,0.0012
amenity,sahakari,2,0.0012
amenity,salon de beaute,2,0.0012
amenity,sant sofa pou fanm viktim vyolans,2,0.0012
amenity,sastha,2,0.0012
amenity,skate_ramp,2,0.0012
amenity,satellite-receiver,2,0.0012
amenity,service,2,0.0012
amenity,ship,2,0.0012
amenity,shop soudure,2,0.0012
amenity,shop_car_parts,2,0.0012
amenity,shop_internet_access,2,0.0012
amenity,shoping centre,2,0.0012
amenity,industry,2,0.0012
amenity,bureau casec 1er section ravine normand,2,0.0012
amenity,health post,2,0.0012
amenity,auditorium,2,0.0012
amenity,Station Moto,2,0.0012
amenity,Transport,2,0.0012
amenity,U T C,2,0.0012
amenity,Vehicle_Rental,2,0.0012
amenity,administrative,2,0.0012
amenity,antenna,2,0.0012
amenity,art_atelier,2,0.0012
amenity,auto parts jean reno,2,0.0012
amenity,Sapana Ladies Tailors,2,0.0012
amenity,bag,2,0.0012
amenity,bassin de retenue,2,0.0012
amenity,boiler service,2,0.0012
amenity,boutik entran agrikol,2,0.0012
amenity,bureau casec(montagne la voute),2,0.0012
amenity,bureau central peredo fondation d;appui pour le service du developpement de peredo,2,0.0012
amenity,bureau la croix rouge de marigot,2,0.0012
amenity,Simple Poubelle,2,0.0012
amenity,Restaurant le lambi,2,0.0012
amenity,butcher shop,2,0.0012
amenity,Chelsea International Academy,2,0.0012
amenity,health facility,2,0.0012
amenity,4 robinets,2,0.0012
amenity,6 toilettes,2,0.0012
amenity,Bar de l'air,2,0.0012
amenity,Bar esperancia,2,0.0012
amenity,Bright Himrashmi English Boarding School,2,0.0012
amenity,Bureau de Credit Agricol,2,0.0012
amenity,College,2,0.0012
amenity,Restaurant,2,0.0012
amenity,Ha,2,0.0012
amenity,Health_facility,2,0.0012
amenity,High School,2,0.0012
amenity,"La Brise FM, 104.9 FM",2,0.0012
amenity,Point de vente carte de recharge,2,0.0012
amenity,Radio chimen lakay,2,0.0012
amenity,Reference,2,0.0012
amenity,bureau war child canada,2,0.0012
amenity,Ecolereformee de tete canal,2,0.0012
amenity,caisse,2,0.0012
amenity,farnichdr,2,0.0012
amenity,douches,2,0.0012
amenity,dressing_room,2,0.0012
amenity,eau_non potable,2,0.0012
amenity,educational institution,2,0.0012
amenity,emergency_shelter,2,0.0012
amenity,entreprises funeraires,2,0.0012
amenity,fancy,2,0.0012
amenity,fist food,2,0.0012
amenity,direction general des impots_agence locale des cayes jacmel,2,0.0012
amenity,fruit transformes patisserie,2,0.0012
amenity,gold shop,2,0.0012
amenity,government_building,2,0.0012
amenity,graveyard,2,0.0012
amenity,gymnasium,2,0.0012
amenity,caisse populaire avenir des cayes jacmel,2,0.0012
amenity,harbor,2,0.0012
amenity,disused,2,0.0012
amenity,furniturr,2,0.0012
amenity,device_charging_station,2,0.0012
amenity,cimetière,2,0.0012
amenity,car_rental;fuel,2,0.0012
amenity,desiners,2,0.0012
amenity,car_decoration,2,0.0012
amenity,centre fondation international lifeline haiti,2,0.0012
amenity,chapel,2,0.0012
amenity,child_amusement_center,2,0.0012
amenity,church_yard,2,0.0012
amenity,ciber cafe,2,0.0012
amenity,checkpoint,2,0.0012
amenity,cybercafe,2,0.0012
amenity,clnic,2,0.0012
amenity,contour des toilettes,2,0.0012
amenity,cotton suppliers,2,0.0012
amenity,cisterne,2,0.0012
amenity,ctu,2,0.0012
amenity,cyber cafe,2,0.0012
amenity,meteo_station,1,0.0006
amenity,moulin cafe,1,0.0006
amenity,nestle,1,0.0006
amenity,national college,1,0.0006
amenity,music center,1,0.0006
amenity,museum,1,0.0006
amenity,moulin,1,0.0006
amenity,motorcycle_rental,1,0.0006
amenity,morgue prive,1,0.0006
amenity,morgue,1,0.0006
amenity,oh,1,0.0006
amenity,money changer,1,0.0006
amenity,nightclub ,1,0.0006
amenity,plasma_center,1,0.0006
amenity,organisation,1,0.0006
amenity,orphelinat,1,0.0006
amenity,parking space,1,0.0006
amenity,party palace,1,0.0006
amenity,pharmacy;doctors,1,0.0006
amenity,place of worship,1,0.0006
amenity,place_of_worship;dentist,1,0.0006
amenity,plastic shop,1,0.0006
amenity,playground,1,0.0006
amenity,playground_structure,1,0.0006
amenity,po,1,0.0006
amenity,poliambulatorio,1,0.0006
amenity,medical,1,0.0006
amenity,polythene,1,0.0006
amenity,meeting space,1,0.0006
amenity,hardware,1,0.0006
amenity,mailroom,1,0.0006
amenity,madkal,1,0.0006
amenity,pompe d'essence,1,0.0006
amenity,events_centre,1,0.0006
amenity,fitness_center,1,0.0006
amenity,flag,1,0.0006
amenity,fm,1,0.0006
amenity,football or basketball field,1,0.0006
amenity,free family planning,1,0.0006
amenity,fresh house,1,0.0006
amenity,fruit shop,1,0.0006
amenity,funeral_hall,1,0.0006
amenity,furniture,1,0.0006
amenity,"hamlet, FIXME",1,0.0006
amenity,hardware shop,1,0.0006
amenity,heal_post,1,0.0006
amenity,health,1,0.0006
amenity,health care,1,0.0006
amenity,health_care,1,0.0006
amenity,healthcare,1,0.0006
amenity,holsel,1,0.0006
amenity,home,1,0.0006
amenity,hopsital,1,0.0006
amenity,hospital;place_of_worship,1,0.0006
amenity,jail,1,0.0006
amenity,jewellery,1,0.0006
amenity,kneipp_water_cure,1,0.0006
amenity,language_schoo,1,0.0006
amenity,madira store,1,0.0006
amenity,pompe,1,0.0006
amenity,stupa,1,0.0006
amenity,pond,1,0.0006
amenity,tires,1,0.0006
amenity,smoking_room,1,0.0006
amenity,station Radio,1,0.0006
amenity,stock_exchange,1,0.0006
amenity,stores,1,0.0006
amenity,studio photo,1,0.0006
amenity,emergency_service,1,0.0006
amenity,suspension bridge 80m (2020m),1,0.0006
amenity,swimming_pool_supply_store,1,0.0006
amenity,texaco,1,0.0006
amenity,theatre;cinema,1,0.0006
amenity,ticket_booth,1,0.0006
amenity,ticket_validator,1,0.0006
amenity,tillar,1,0.0006
amenity,toilet,1,0.0006
amenity,pool,1,0.0006
amenity,toilettes pour les policiers,1,0.0006
amenity,toy_library,1,0.0006
amenity,training_center,1,0.0006
amenity,travel_agecy,1,0.0006
amenity,tribinale,1,0.0006
amenity,tutor,1,0.0006
amenity,tutoring_centre,1,0.0006
amenity,unity,1,0.0006
amenity,usine clairin,1,0.0006
amenity,veterinary_pharmacy,1,0.0006
amenity,village,1,0.0006
amenity,watar well,1,0.0006
amenity,weigh_scale,1,0.0006
amenity,sign board,1,0.0006
amenity,showclub,1,0.0006
amenity,shoping  centre,1,0.0006
amenity,shop_liquor_distribution,1,0.0006
amenity,poste d'alaitement,1,0.0006
amenity,pratik,1,0.0006
amenity,prep_school,1,0.0006
amenity,printing press,1,0.0006
amenity,public_bench,1,0.0006
amenity,public_transport_stop_position,1,0.0006
amenity,puja samagari,1,0.0006
amenity,puja shop,1,0.0006
amenity,purnima medical & research centre,1,0.0006
amenity,ravine bigonet,1,0.0006
amenity,register_office,1,0.0006
amenity,rental,1,0.0006
amenity,residences du soleil Dr Coles,1,0.0006
amenity,restaurant;bar,1,0.0006
