key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,200624,7.0377,168.3215,168.3215
highway,41141,1.4432,37.1687,37.1687
landuse,15906,0.558,266.0759,266.0759
source,13875,0.4867,64.0847,64.0847
building:levels,12026,0.4219,74.7203,74.7203
name,11474,0.4025,-27.9271,-27.9271
addr:street,10313,0.3618,51.8628,51.8628
roof:shape,9154,0.3211,2194.2356,2194.2356
building:use,9132,0.3203,1439.9663,1439.9663
roof:material,9124,0.3201,4603.0928,4603.0928
building:adjacency,9077,0.3184,1071.2258,1071.2258
shape:plan,9066,0.318,1092.8947,1092.8947
building:irregularity,8878,0.3114,887700.0,887700.0
building:levels:underground,8878,0.3114,887700.0,887700.0
roof:cover:material,8878,0.3114,887700.0,887700.0
building:groundslope,8877,0.3114,887600.0,887600.0
roof_shade:present,8876,0.3114,887500.0,887500.0
physical:condition,8874,0.3113,887300.0,887300.0
wall:material,8869,0.3111,886800.0,886800.0
wall:thickness,8748,0.3069,874700.0,874700.0
natural,8388,0.2942,160.902,160.902
waterway,7031,0.2466,-5.3701,-5.3701
column:size:breadth,6482,0.2274,648100.0,648100.0
column:size:length,6482,0.2274,648100.0,648100.0
floor:material,5263,0.1846,3456.0811,3456.0811
building:adjacency:level,4561,0.16,456000.0,456000.0
surface,3733,0.131,90.8487,90.8487
building:adjacency:difference,3025,0.1061,302400.0,302400.0
addr:housenumber,2848,0.0999,-56.2385,-56.2385
amenity,2802,0.0983,-24.4133,-24.4133
damage:event,2606,0.0914,260500.0,260500.0
ref,2247,0.0788,-27.6561,-27.6561
ward,2194,0.077,73033.3333,73033.3333
ford,2116,0.0742,432.9975,432.9975
layer,2073,0.0727,11.8123,11.8123
lanes,1789,0.0628,199.1639,199.1639
boundary,1741,0.0611,111.8005,111.8005
admin_level,1693,0.0594,109.2707,109.2707
tracktype,1568,0.055,55.8648,55.8648
idp:camp_site,1544,0.0542,154300.0,154300.0
building:irregularity:type,1345,0.0472,134400.0,134400.0
building:approx_footprint_area,1334,0.0468,133300.0,133300.0
building:damage_grade_Gorkha_eq,1334,0.0468,133300.0,133300.0
building:primary_occupancy,1334,0.0468,133300.0,133300.0
building:type_of_construction,1334,0.0468,133300.0,133300.0
nset:DDA_building_id,1334,0.0468,133300.0,133300.0
building:age,1333,0.0468,133200.0,133200.0
shop,1331,0.0467,-15.3846,-15.3846
building:occupant_num,1315,0.0461,131400.0,131400.0
bridge,1295,0.0454,-28.3343,-28.3343
idp:status_20150514,1205,0.0423,120400.0,120400.0
idp:source_20150514,1165,0.0409,116400.0,116400.0
smoothness,1059,0.0371,4136.0,4136.0
lit,1053,0.0369,857.2727,857.2727
maxspeed,1008,0.0354,175.4098,175.4098
sidewalk,880,0.0309,1319.3548,1319.3548
place,859,0.0301,-27.388,-27.388
